ge - dl works no#year built#built for#original no#new owner#new no
35261#1974 - 75#iscor#1d#sar#34 - 501
35262#1974 - 75#iscor#2d#sar#34 - 502
35263#1974 - 75#iscor#3d#sar#34 - 503
35264#1974 - 75#iscor#4d#sar#34 - 504
35265#1974 - 75#iscor#5d#sar#34 - 523
35266#1974 - 75#iscor#6d#sar#34 - 506
35267#1974 - 75#iscor#7d#sar#34 - 507
35268#1974 - 75#iscor#8d#sar#34 - 508
35269#1974 - 75#iscor#9d#sar#34 - 509
35270#1974 - 75#iscor#10d#sar#34 - 510
35271#1974 - 75#iscor#11d#sar#34 - 511
35272#1974 - 75#iscor#12d#sar#34 - 512
35273#1974 - 75#iscor#13d#sar#34 - 513
35274#1974 - 75#iscor#14d#sar#34 - 514
35275#1974 - 75#iscor#15d#sar#34 - 515
35276#1974 - 75#iscor#16d#sar#34 - 516
35277#1974 - 75#iscor#17d#sar#34 - 517
35278#1974 - 75#iscor#18d#sar#34 - 518
35279#1974 - 75#iscor#19d#sar#34 - 519
35280#1974 - 75#iscor#20d#sar#34 - 520
35281#1975#iscor#g01#kumba#01
35282#1975#iscor#g02#kumba#02
40400#1976 - 77#iscor#21d#sar#34 - 521
40401#1976 - 77#iscor#22d#sar#34 - 522
40402#1976 - 77#iscor#23d#sar#34 - 505
40403#1976 - 77#iscor#24d#sar#34 - 524
40404#1976 - 77#iscor#25d#sar#34 - 525
40405#1976 - 77#iscor#26d#sar#34 - 526
40406#1976 - 77#iscor#27d#sar#34 - 527
40407#1976 - 77#iscor#28d#sar#34 - 528
40408#1976 - 77#iscor#29d#sar#34 - 529
40409#1976 - 77#iscor#30d#sar#34 - 530
40410#1976 - 77#iscor#31d#sar#34 - 531
40411#1976 - 77#iscor#32d#sar#34 - 532
40412#1976 - 77#iscor#33d#sar#34 - 533
40413#1976 - 77#iscor#34d#sar#34 - 534
40414#1976 - 77#iscor#35d#sar#34 - 535
40415#1976 - 77#iscor#36d#sar#34 - 536
40416#1976 - 77#iscor#37d#sar#34 - 537
40417#1976 - 77#iscor#38d#sar#34 - 538
40418#1976 - 77#iscor#39d#sar#34 - 539
40419#1977#iscor#40d#kumba#05
40570#1977#iscor#g03#kumba#03
40571#1977#iscor#g04#kumba#04
40578#1977#douglas#d5#sheltam#5 / 2602
