player#nationality#position#years for jazz#school / club team
rick adelman#united states#guard#1974 - 75#loyola (ca)
john amaechi#england#center / forward#2001 - 03#penn state
louis amundson#united states#forward#2007#unlv
j j anderson#united states#forward#1982 - 85#bradley
shandon anderson#united states#guard / forward#1996 - 99#georgia
rafael araãjo#brazil#center#2006 - 2007#byu
carlos arroyo#puerto rico#guard#2002 - 05#florida international
isaac austin#united states#center#1991 - 93#arizona state
anthony avent#united states#forward#1998 - 99#seton hall
