club#city#stadium#capacity#201112 season
andriabat#andria#degli ulivi#9140#12th in lega pro prima divisione b
avellino#avellino#partenio - lombardi#7450#5th in lega pro prima divisione a
barletta#barletta#cosimo puttilli#4018#6th in lega pro prima divisione b
benevento#benevento#ciro vigorito#12847#6th in lega pro prima divisione a
carrarese#carrara#dei marmi#9500#8th in lega pro prima divisione b
catanzaro#catanzaro#nicola ceravolo#14650#2nd in lega pro seconda divisione b
frosinone#frosinone#matusa#9680#9th in lega pro prima divisione b
gubbio#gubbio#pietro barbetti#5300#21st in serie b
latina#latina#domenico francioni#6850#16th in lega pro prima divisione b
nocerina#nocera inferiore#san francesco#7632#20th in serie b
paganese#pagani#marcello torre#5900#6th in lega pro seconda divisione b
perugia#perugia#renato curi#28000#1st in lega pro seconda divisione b
pisa#pisa#arena garibaldi#14869#7th in lega pro prima divisione a
prato#prato#lungobisenzio#6750#14th in lega pro prima divisione b
sorrento#sorrento (playing in cava de' tirreni )#simonetta lamberti#5200#4th in lega pro prima divisione a
viareggio#viareggio#torquato bresciani#7000#14th in lega pro prima divisione a
