harmonic#ratio#cents#12et cents#53et commas#53et cents
1#1 / 1#0.00#0#0#0.00
2#2 / 1#1200.00#1200#53#1200.00
3#3 / 2#701.96#700#31#701.89
5#5 / 4#386.31#400#17#384.91
7#7 / 4#968.83#1000#43#973.58
9#9 / 8#203.91#200#9#203.77
11#11 / 8#551.32#500 or 600#24#543.40
13#13 / 8#840.53#800#37#837.74
15#15 / 8#1088.27#1100#48#1086.79
17#17 / 16#104.96#100#5#113.21
19#19 / 16#297.51#300#13#294.34
21#21 / 16#470.78#500#21#475.47
23#23 / 16#628.27#600#28#633.96
25#25 / 16#772.63#800#34#769.81
27#27 / 16#905.87#900#40#905.66
29#29 / 16#1029.58#1000#45#1018.87
31#31 / 16#1145.04#1100#51#1154.72
