team#outgoing manager#manner of departure#date of vacancy#replaced by#date of appointment
siena#mario beretta#contract expired#27 may 2008#marco giampaolo#27 may 2008
cagliari#davide ballardini#contract expired#27 may 2008#massimiliano allegri#29 may 2008
internazionale#roberto mancini#sacked#29 may 2008#josé mourinho#2 june 2008
lecce#giuseppe papadopulo#contract expired#23 june 2008#mario beretta#23 june 2008
palermo#stefano colantuono#sacked#4 september 2008#davide ballardini#4 september 2008
bologna#daniele arrigoni#sacked#3 november 2008#siniša mihajlović#3 november 2008
chievo verona#giuseppe iachini#sacked#4 november 2008#domenico di carlo#4 november 2008
torino#gianni de biasi#sacked#8 december 2008#walter novellino#8 december 2008
reggina#nevio orlandi#sacked#16 december 2008#giuseppe pillon#16 december 2008
reggina#giuseppe pillon#sacked#25 january 2009#nevio orlandi#25 january 2009
lecce#mario beretta#sacked#9 march 2009#luigi de canio#9 march 2009
napoli#edoardo reja#sacked#10 march 2009#roberto donadoni#10 march 2009
torino#walter novellino#sacked#24 march 2009#giancarlo camolese#24 march 2009
bologna#siniša mihajlović#sacked#14 april 2009#giuseppe papadopulo#14 april 2009
juventus#claudio ranieri#sacked#18 may 2009#ciro ferrara#18 may 2009
