week#date#opponent#score#result#attendance#record
1#june 28#toronto argonauts#24 - 22#win#29157#1 - 0
2#july 6#edmonton eskimos#29 - 9#win#32893#2 - 0
3#july 13#saskatchewan roughriders#42 - 12#win#26981#3 - 0
4#july 19#hamilton tiger - cats#22 - 18#win#29045#4 - 0
5#july 28#calgary stampeders#32 - 27#win#28564#5 - 0
6#aug 2#saskatchewan roughriders#21 - 9#loss#31858#5 - 1
7#aug 10#winnipeg blue bombers#22 - 21#loss#31525#5 - 2
8#aug 17#calgary stampeders#45 - 45#tie#30826#5 - 2 - 1
9#-#-#-#-#-#5 - 2 - 1
10#aug 31#montreal alouettes#46 - 14#win#32115#6 - 2 - 1
11#sept 9#montreal alouettes#32 - 14#loss#20202#6 - 3 - 1
12#sept 15#toronto argonauts#40 - 7#win#31156#7 - 3 - 1
13#sept 22#saskatchewan roughriders#37 - 34#win#28800#8 - 3 - 1
14#sept 29#calgary stampeders#42 - 9#win#32263#9 - 3 - 1
15#oct 5#winnipeg blue bombers#26 - 20#win#26593#10 - 3 - 1
16#oct 13#edmonton eskimos#24 - 18#win#33663#11 - 3 - 1
17#oct 20#edmonton eskimos#37 - 26#win#37011#12 - 3 - 1
18#oct 26#hamilton tiger - cats#27 - 19#win#19322#13 - 3 - 1
19#nov 3#calgary stampeders#25 - 24#win#34242#14 - 3 - 1
