game#october#opponent#score#record#points
1#5#pittsburgh penguins#4 - 3#1 - 0 - 0#2
2#9#hartford whalers#5 - 2#2 - 0 - 0#4
3#10#toronto maple leafs#4 - 5#2 - 1 - 0#4
4#12#buffalo sabres#5 - 3#3 - 1 - 0#6
5#15#washington capitals#3 - 0#4 - 1 - 0#8
6#16#new york rangers#4 - 3#5 - 1 - 0#10
7#22#new york islanders#4 - 3#6 - 1 - 0#12
8#23#winnipeg jets#6 - 9#6 - 2 - 0#12
9#26#quebec nordiques#4 - 2#7 - 2 - 0#14
10#27#ottawa senators#5 - 2#8 - 2 - 0#16
11#30#new jersey devils#3 - 5#8 - 3 - 0#16
12#31#chicago blackhawks#9 - 6#9 - 3 - 0#18
