tie no#home team#score#away team#date
1#bristol city#0 - 1#torquay united#5 december 1987
2#gillingham#2 - 1#walsall#5 december 1987
3#grimsby town#0 - 0#halifax town#5 december 1987
replay#halifax town#2 - 0#grimsby town#8 december 1987
4#northwich victoria#0 - 2#blackpool#6 december 1987
5#macclesfield town#4 - 0#rotherham united#6 december 1987
6#wrexham#1 - 2#bolton wanderers#5 december 1987
7#maidstone united#1 - 1#kidderminster harriers#5 december 1987
replay#kidderminster harriers#2 - 2#maidstone united#7 december 1987
replay#kidderminster harriers#0 - 0#maidstone united#14 december 1987
replay#maidstone united#2 - 1#kidderminster harriers#16 december 1987
8#northampton town#1 - 2#brighton & hove albion#5 december 1987
9#scunthorpe united#2 - 1#sunderland#5 december 1987
10#mansfield town#4 - 3#lincoln city#5 december 1987
11#port vale#2 - 0#notts county#5 december 1987
12#runcorn#0 - 1#stockport county#5 december 1987
13#york city#1 - 1#hartlepool united#5 december 1987
replay#hartlepool united#3 - 1#york city#9 december 1987
14#wigan athletic#1 - 3#wolverhampton wanderers#5 december 1987
15#peterborough united#1 - 3#sutton united#5 december 1987
16#colchester united#3 - 2#hereford united#5 december 1987
17#leyton orient#2 - 0#swansea city#5 december 1987
18#cambridge united#0 - 1#yeovil town#5 december 1987
19#rugby#1 - 1#bristol rovers#5 december 1987
replay#bristol rovers#4 - 0#rugby#17 december 1987
20#welling united#0 - 1#bath city#5 december 1987
