date#opponent#score#loss#attendance#record
september 1#mets#4 - 2#gagnã (4 - 3)#41476#80 - 57
september 2#mets#6 - 5 (10)#torres (6 - 4)#36587#80 - 58
september 3#mets#9 - 2#bush (9 - 10)#26236#80 - 59
september 4#padres#5 - 2#suppan (10 - 8)#33182#80 - 60
september 5#padres#3 - 2 (11)#falkenborg (2 - 3)#41519#81 - 60
september 6#padres#1 - 0#peavy (9 - 10)#42667#82 - 60
september 7#padres#10 - 1#parra (10 - 7)#44568#82 - 61
september 8#reds#5 - 4#torres (6 - 5)#30867#82 - 62
september 9#reds#5 - 4 (11)#mcclung (5 - 6)#30312#82 - 63
september 10#reds#4 - 3#weathers (2 - 6)#30124#83 - 63
september 11#phillies#6 - 3#sheets (13 - 8)#39994#83 - 64
september 13#phillies#7 - 3#parra (10 - 8)#45105#83 - 65
september 14#phillies#7 - 3#mota (5 - 6)#43950#83 - 66
september 14#phillies#6 - 1#suppan (10 - 9)#39776#83 - 67
september 16#cubs#5 - 4#sabathia (9 - 1)#40738#83 - 68
september 17#cubs#6 - 2#marquis (10 - 9)#41200#84 - 68
september 18#cubs#7 - 6 (12)#villanueva (4 - 7)#40678#84 - 69
september 19#reds#11 - 2#suppan (10 - 10)#20855#84 - 70
september 20#reds#4 - 3#sabathia (9 - 2)#24440#84 - 71
september 21#reds#8 - 1#arroyo (15 - 11)#22624#85 - 71
september 23#pirates#7 - 5#beam (2 - 2)#36612#86 - 71
september 24#pirates#4 - 2#maholm (9 - 9)#31164#87 - 71
september 25#pirates#5 - 1 (10)#chavez (0 - 1)#40102#88 - 71
september 26#cubs#5 - 1#marshall (3 - 5)#44084#89 - 71
september 27#cubs#7 - 3#sheets (13 - 9)#45288#89 - 72
september 28#cubs#3 - 1#howry (7 - 5)#45299#90 - 72
