season#premiers#runners up#score#captain#coach#simpson medal#venue#attendance#umpires
2001#east perth#south fremantle#17.18 (120) - 5.8 (38)#jeremy barnard#tony micale#ryan turnbull (ep)#subiaco oval#23842#c hendrie , m fussell , d corcoran
2002#east perth#west perth#15.14 (104) - 5.14 (44)#jeremy barnard#tony micale#ryan turnbull (ep)#subiaco oval#31382#l farmer , c hendrie , r worthington
2003#west perth#subiaco#13.9 (87) - 9.10 (64)#steve trewhella#darren harris#brent lecras (wp)#subiaco oval#17775#c hendrie , d corcoran , r worthington
2004#subiaco#claremont#15.9 (99) - 7.9 (51)#richard maloney#peter german#paul vines (s)#subiaco oval#21507#d corcoran , l farmer , m fussell
2005#south fremantle#claremont#17.8 (110) - 7.12 (54)#david gault#john dimmer#toby mcgrath (sf)#subiaco oval#22570#l farmer , m fussell , g bandy
2006#subiaco#south fremantle#24.9 (153) - 10.10 (70)#marc webb#peter german#marc webb (s)#subiaco oval#21291#g bandy , g parker , t keating
2007#subiaco#claremont#15.13 (103) - 9.8 (62)#marc webb#scott watters#brad smith (s)#subiaco oval#19541#g statham , g bandy , t keating
2008#subiaco#swan districts#22.16 (148) - 14.7 (91)#marc webb#scott watters#chris hall (s)#subiaco oval#23199#g statham , s parry , d margetts
2009#south fremantle#subiaco#17.11 (113) - 13.17 (95)#toby mcgrath#john dimmer#ashton hams (sf)#subiaco oval#22727#s parry , c hendrie , g statham
2010#swan districts#claremont#14.16 (100) - 14.15 (99)#josh roberts#brian dawson#andrew krakouer (sd)#subiaco oval#24600#s parry , c hendrie , g statham
2011#claremont#subiaco#19.13 (127) - 10.11 (71)#clancy rudeforth#simon mcphee#beau wilkes (c)#patersons stadium#15459#s parry , c hendrie , s mcphee
2012#claremont#east fremantle#18.16 (124) - 15.8 (98)#luke blackwell#marc webb#paul medhurst (c)#patersons stadium#18612#s mcphee , t keating , j orr
