date#visitor#score#home#decision#attendance#record
january 1#ottawa#3 - 6#washington#emery#14547#25 - 10 - 4
january 4#ottawa#5 - 3#buffalo#emery#18690#26 - 10 - 4
january 5#tampa bay#3 - 4#ottawa#emery#20108#27 - 10 - 4
january 10#buffalo#2 - 3#ottawa#gerber#19843#28 - 10 - 4
january 12#detroit#2 - 3#ottawa#emery#20208#29 - 10 - 4
january 13#ny islanders#3 - 1#ottawa#gerber#19804#29 - 11 - 4
january 15#ottawa#2 - 4#washington#emery#15261#29 - 12 - 4
january 17#carolina#1 - 5#ottawa#gerber#19720#30 - 12 - 4
january 19#tampa bay#2 - 0#ottawa#emery#20091#30 - 13 - 4
january 20#ottawa#1 - 6#philadelphia#gerber#19742#30 - 14 - 4
january 22#ottawa#3 - 5#florida#emery#12794#30 - 15 - 4
january 24#ottawa#8 - 4#tampa bay#gerber#16346#31 - 15 - 4
january 29#ottawa#5 - 2#ny islanders#gerber#9546#32 - 15 - 4
january 31#boston#4 - 1#ottawa#gerber#19959#32 - 16 - 4
