team#outgoing manager#manner of departure#date of vacancy#incoming manager#date of appointment
steaua bucureşti#victor piţurcă#resigned#9 august 2010#ilie dumitrescu#12 august 2010
unirea urziceni#ronny levy#resigned#21 august 2010#octavian grigore#12 september 2010
universitatea craiova#aurel ţicleanu#sacked#22 august 2010#victor piţurcă#26 august 2010
astra ploieşti#mihai stoichiţă#sacked#31 august 2010#tibor selymes#6 september 2010
trgu mureş#adrian falub#mutual termination#31 august 2010#ioan ovidiu sabău#3 september 2010
sportul studenţesc#tibor selymes#signed by astra ploieşti#6 september 2010#viorel moldovan#9 september 2010
cfr cluj#andrea mandorlini#sacked#12 september 2010#sorin crţu#13 september 2010
timişoara#vladimir petrović#signed by serbia#15 september 2010#cosmin contra#15 september 2010
steaua bucureşti#ilie dumitrescu#resigned#21 september 2010#marius lăcătuş#28 september 2010
pandurii trgu jiu#ionuţ badea#sacked#2 october 2010#petre grigoraş#2 october 2010
vaslui#juan ramón lópez caro#sacked#8 october 2010#viorel hizo#8 october 2010
gloria bistriţa#laurenţiu reghecampf#sacked#22 october 2010#nicolae manea#23 october 2010
sportul studenţesc#viorel moldovan#resigned#31 october 2010#florin tene#1 november 2010
universitatea cluj#marian pană#resigned#8 november 2010#ionuţ badea#25 november 2010
cfr cluj#sorin crţu#sacked#24 november 2010#alin minteuan#24 november 2010
timişoara#cosmin contra#sacked#4 december 2010#dušan uhrin , jr#13 december 2010
braşov#daniel isăilă#made assistant manager#18 december 2010#antónio conceição#18 december 2010
unirea urziceni#octavian grigore#resigned#10 january 2011#marian pană#26 february 2011
universitatea craiova#victor piţurcă#sacked#13 january 2011#nicolò napoli#15 january 2011
steaua bucureşti#marius lăcătuş#resigned#7 march 2011#sorin crţu#8 march 2011
sportul studenţesc#florin tene#resigned#13 march 2011#gheorghe mulţescu#15 march 2011
universitatea craiova#nicolò napoli#promoted director of football#7 april 2011#laurenţiu reghecampf#8 april 2011
victoria brăneşti#ilie stan#resigned#19 april 2011#ciprian urican#20 april 2011
rapid bucureşti#marius şumudică#sacked#27 april 2011#marian rada (interim)#28 may 2011
universitatea craiova#laurenţiu reghecampf#sacked#2 may 2011#aurel ţicleanu#2 may 2011
steaua bucureşti#sorin crţu#resigned#4 may 2011#gabriel caramarin (interim)#5 may 2011
