game#date#team#score#record#streak
56#february 3#philadelphia 76ers (at toronto , canada)#112 - 98#27 - 29#win 1
57#february 6#philadelphia 76ers#114 - 98#28 - 29#win 2
58#february 8#chicago bulls#106 - 101#29 - 29#win 3
59#february 9#new york knicks#103 - 100 (ot)#30 - 29#win 4
60#february 10#cleveland cavaliers#121 - 125#30 - 30#loss 1
61#february 12#new york knicks#93 - 100#30 - 31#loss 2
62#february 13#philadelphia 76ers#129 - 106#31 - 31#win 1
63#february 15#detroit pistons#118 - 116#32 - 31#win 2
64#february 16#capital bullets#92 - 101#32 - 32#loss 1
65#february 17#houston rockets#135 - 118#33 - 32#win 1
66#february 19#milwaukee bucks#145 - 109#34 - 32#win 2
67#february 21#new york knicks (at toronto , canada)#119 - 97#35 - 32#win 3
68#february 22#boston celtics#109 - 116#35 - 33#loss 1
69#february 26#los angeles lakers#112 - 119#35 - 34#loss 2
70#february 27#boston celtics (at providence , ri)#122 - 104#36 - 34#win 1
