place#player#country#score#to par#money
t1#payne stewart#united states#67 + 70 + 73 + 72 = 282#- 6#playoff
t1#scott simpson#united states#70 + 68 + 72 + 72 = 282#- 6#playoff
t3#fred couples#united states#70 + 70 + 75 + 70 = 285#- 3#62574
t3#larry nelson#united states#73 + 72 + 72 + 68 = 285#- 3#62574
5#fuzzy zoeller#united states#72 + 73 + 74 + 67 = 286#- 2#41542
6#scott hoch#united states#69 + 71 + 74 + 73 = 287#- 1#36090
7#nolan henke#united states#67 + 71 + 77 + 73 = 288#e#32176
t8#raymond floyd#united states#73 + 72 + 76 + 68 = 289#+ 1#26958
t8#josé maría olazábal#spain#73 + 71 + 75 + 70 = 289#+ 1#26958
t8#corey pavin#united states#71 + 67 + 79 + 72 = 289#+ 1#26958
