rank#rider#mon 1 june#tue 2 june#wed 3 june#thurs 4 june#fri 5 june
1#cameron donald 1000cc suzuki#18'16.16 123.912 mph#18'15.21 124.020 mph#19'31.12 115.981 mph#17'13.25 131.457 mph#-- no time
2#john mcguinness 1000cc honda#17'40.60 128.067 mph#17'27.56 129.661 mph#17'23.46 130.171 mph#17'52.90 126.599 mph#-- no time
3#bruce anstey 1000cc suzuki#18'29.06 122.471 mph#17'53.22 126.561 mph#17'42.12 127.884 mph#17'23.79 130.129 mph#-- no time
4#guy martin 1000cc honda#18'02.89 125.431 mph#17'38.72 128.294 mph#17'31.56 129.168 mph#17'33.86 128.886 mph#17'32.83 129.013 mph
5#ian hutchinson 1000cc honda#-- no time#17'47.24 127.271 mph#17'41.46 127.963 mph#17'32.71 129.027 mph#17'46.76 127.328 mph
6#steve plater 1000cc honda#18'14.54 124.096 mph#-- no time#17'37.42 128.453 mph#17'33.08 128.982 mph#-- no time
7#conor cummins 1000cc kawasaki#17'56.57 121.167 mph#-- no time#18'10.12 124.599 mph#17'38.40 128.334 mph#17'44.59 127.588 mph
8#gary johnson 1000cc honda#18'05.00 125.187 mph#18'09.82 124.633 mph#18'15.02 124.042 mph#17'45.04 127.533 mph#17'42.87 127.794 mph
9#adrian archibald 1000cc suzuki#17'51.68 126.743 mph#17'51.15 126.806 mph#19'04.43 118.687 mph#17'43.13 127.762 mph#-- no time
10#ian lougher 1000cc yamaha#18'37.37 121.561 mph#18'09.20 124.704 mph#17'50.99 126.825 mph#17'44.25 127.628 mph#18'04.02 125.301 mph
11#keith amor 1000cc honda#18'28.55 122.528 mph#17'58.65 125.924 mph#17'59.88 125.781 mph#17'44.48 127.600 mph#17'55.50 126.293 mph
12#ryan farquhar 1000cc kawasaki#18'11.52 124.440 mph#18'36.60 121.644 mph#18'19.47 123.539 mph#17'58.92 125.893 mph#17'51.75 126.734 mph
13#carl rennie 1000cc honda#18'30.86 122.273 mph#-- no time#18'10.03 124.609 mph#17'55.85 126.252 mph#17'53.08 126.578 mph
14#michael dunlop 1000cc yamaha#-- no time#-- no time#18'33.73 121.958 mph#18'22.81 123.165 mph#18'00.16 125.749 mph
15#michael rutter 1000cc suzuki#-- no time#18'13.25 124.243 mph#18'06.24 125.044 mph#18'02.20 125.511 mph#-- no time
16#dan stewart 1000cc honda#-- no time#18'00.57 125.701 mph#18'12.45 124.333 mph#18'04.63 125.229 mph#18'06.61 125.002 mph
17#mark miller 1000cc suzuki#18'56.90 119.743 mph#18'53.13 119.869 mph#18'40.52 121.219 mph#18'14.00 124.157 mph#-- no time
18#mark parrett 1000cc yamaha#18'45.30 120.704 mph#18'42.14 121.040 mph#18'30.84 122.275 mph#18'15.96 123.935 mph#-- no time
19#john burrows 1000cc suzuki#-- no time#18'27.93 122.596 mph#18'22.11 123.244 mph#18'19.37 123.551 mph#18'16.78 123.843 mph
