#president#date of birth#date of inauguration#age at inauguration#end of term#length of retirement#date of death#lifespan
1#nkrumrah , kwame kwame nkrumah#1909 - 09 - 21 21 september 1909#1 july 1960#50 - 284 50years , 284days#24 february 1966#2254 days#1972 - 04 - 27 27 april 1972#days (62years , 219days)
2#ankrah , joseph joseph ankrah#1915 - 08 - 18 18 august 1915#24 february 1966#50 - 190 50years , 190days#2 april 1969#8638 days#1992 - 11 - 25 25 november 1992#days (77years , 99days)
3#afrifa , akwasi akwasi afrifa#1936 - 04 - 24 24 april 1936#2 april 1969#32 - 343 32years , 343days#7 august 1970#3245 days#1979 - 06 - 26 26 june 1979#days (43years , 63days)
4#ollennu , nii nii ollennu#1906 - 00 - 00 1906#7 august 1970#64 - 000 ~64 years#31 august 1970#5844 ~16 years#1986 - 00 - 00 1986#29220 ~80 years
5#akufo - addo , edward edward akufo - addo#1906 - 06 - 26 26 june 1906#31 august 1970#64 - 066 64years , 66days#13 january 1972#2742 days#1979 - 07 - 17 17 july 1979#days (73years , 21days)
6#acheampong , ignatius ignatius acheampong#1931 - 09 - 23 23 september 1931#13 january 1972#40 - 112 40years , 112days#5 july 1978#0346 days#1979 - 06 - 16 16 june 1979#days (47years , 266days)
7#akuffo , fred fred akuffo#1937 - 03 - 21 21 march 1937#5 july 1978#41 - 106 41years , 106days#4 june 1979#0022 days#1979 - 06 - 26 26 june 1979#days (42years , 97days)
8#rawlings , jerry jerry rawlings#1947 - 06 - 22 22 june 1947#4 june 1979#31 - 347 31years , 347days#24 september 1979#days#2014 - 02 - 1#days (66years , 224days)
9#limann , hilla hilla limann#1934 - 12 - 12 12 december 1934#24 september 1979#44 - 286 44years , 286days#31 december 1981#5867 days#1998 - 01 - 23 23 january 1998#days (63years , 42days)
10#rawlings , jerry jerry rawlings#1947 - 06 - 22 22 june 1947#31 december 1981#34 - 192 34years , 192days#7 january 2001#days#2014 - 02 - 1#days (66years , 224days)
11#kufuor , john john kufuor#1938 - 12 - 08 8 december 1938#7 january 2001#62 - 030 62years , 30days#7 january 2009#0 , days#2014 - 02 - 1#days (75years , 55days)
12#mills , john john a mills#1944 - 07 - 21 21 july 1944#7 january 2009#64 - 170 64years , 170days#24 july 2012#0 days#2012 - 07 - 24 24 july 2012#days (68years , 3days)
13#mahama , john john mahama#58 - 11 - 29 29 november 1958#24 july 2012#53 - 238 53years , 238days#0000 incumbent#0000 incumbent#2014 - 02 - 1#days (55years , 64days)
