week#date#opponent#result#game site#attendance
1#1979 - 09 - 02#cleveland browns#l 25 - 22 ( ot )#shea stadium#48472
2#1979 - 09 - 09#new england patriots#l 56 - 3#schafer stadium#53113
3#1979 - 09 - 16#detroit lions#w 31 - 10#shea stadium#49612
4#1979 - 09 - 23#buffalo bills#l 46 - 31#rich stadium#68731
5#1979 - 09 - 30#miami dolphins#w 33 - 27#shea stadium#51496
6#1979 - 10 - 07#baltimore colts#l 10 - 8#memorial stadium#32142
7#1979 - 10 - 15#minnesota vikings#w 14 - 7#shea stadium#54479
8#1979 - 10 - 21#oakland raiders#w 28 - 19#shea stadium#55802
9#1979 - 10 - 28#houston oilers#l 27 - 24 (ot)#the astrodome#45825
10#1979 - 11 - 04#green bay packers#w 27 - 22#lambeau field#54201
11#1979 - 11 - 11#buffalo bills#l 14 - 12#shea stadium#50647
12#1979 - 11 - 18#chicago bears#l 23 - 13#soldier field#52635
13#1979 - 11 - 26#seattle seahawks#l 30 - 7#kingdome#59977
14#1979 - 12 - 02#baltimore colts#w 30 - 17#shea stadium#47744
15#1979 - 12 - 09#new england patriots#w 27 - 26#shea stadium#45131
16#1979 - 12 - 15#miami dolphins#w 27 - 24#miami orange bowl#49915
