rank#ws points#name#country#09 - 10 i / o best#09 - 10 gp / jgp best#09 - 10 gp / jgp 2nd#09 - 10 oi best#09 - 10 oi 2nd#08 - 09 i / o best#08 - 09 gp / jgp best#08 - 09 gp / jgp 2nd#08 - 09 oi best#08 - 09 oi 2nd
1#3877#meryl davis / charlie white#usa#1080#800#400#250#0#613#454#280#0#0
2#3085#sinead kerr / john kerr#united kingdom#787#583#360#250#0#476#227#227#175#0
3#3000#tessa virtue / scott moir#canada#1200#720#400#0#0#680#0#0#0#0
4#2935#tanith belbin / benjamin agosto#usa#875#400#400#0#0#756#252#252#0#0
5#2913#nathalie péchalat / fabian bourzat#france#875#648#360#0#0#551#252#227#0#0
6#2596#oksana domnina / maxim shabalin#russia#972#0#0#0#0#840#504#280#0#0
7#2513#federica faiella / massimo scali#italy#972#324#0#0#0#529#408#280#0#0
8#2497#alexandra zaretsky / roman zaretsky#israel#709#324#262#250#225#237#183#149#158#0
9#2427#jana khokhlova / sergei novitski#russia#680#360#292#0#0#588#280#227#0#0
10#2318#vanessa crone / paul poirier#canada#638#472#324#0#0#428#252#204#0#0
11#2189#maia shibutani / alex shibutani#usa#521#486#250#0#0#451#306#175#0#0
12#2175#anna cappellini / luca lanotte#italy#496#525#360#0#0#386#204#204#0#0
13#2153#emily samuelson / evan bates#usa#517#292#262#0#0#476#227#204#175#0
14#2100#kaitlyn weaver / andrew poje#canada#840#324#236#0#0#386#165#149#0#0
15#2074#madison chock / greg zuerlein#usa#551#236#191#0#0#501#420#175#0#0
16#2025#madison hubbell / keiffer hubbell#usa#680#236#191#0#0#365#378#175#0#0
17#1892#kharis ralph / asher hill#canada#496#437#225#0#0#328#248#158#0#0
18#1686#ksenia monko / kirill khaliavin#russia#579#600#250#0#0#0#142#115#0#0
19#1563#xintong huang / xun zheng#china#612#262#213#164#0#312#0#0#0#0
20#1559#anna zadorozhniuk / sergei verbillo#ukraine#402#292#236#0#0#312#183#134#0#0
21#1527#ekaterina bobrova / dmitri soloviev#russia#574#292#292#0#0#0#204#165#0#0
22#1520#ekaterina rubleva / ivan shefer#russia#339#324#262#0#0#281#165#149#0#0
23#1505#elena ilinykh / nikita katsalapov#russia#715#540#250#0#0#0#0#0#0#0
24#1464#lorenza alessandrini / simone vaturi#italy#469#319#225#0#0#216#142#93#0#0
25#1338#kristina gorshkova / vitali butikov#russia#0#213#213#225#0#0#204#183#158#142
26#1252#carolina hermann / daniel hermann#germany#131#213#0#225#182#185#0#0#158#158
27#1193#lucie myslivečková / matěj novák#czech republic#247#213#0#225#0#239#142#127#0#0
28#1066#ekaterina pushkash / jonathan guerreiro#russia#422#394#250#0#0#0#0#0#0#0
29#1045#marina antipova / artem kudashev#russia#0#287#225#0#0#174#201#158#0#0
30#990#alexandra paul / mitchell islam#canada#644#182#164#0#0#0#0#0#0#0
31#969#anastasia platonova / alexander grachev#russia#0#262#0#225#0#0#149#0#175#158
32#965#nóra hoffmann / maxim zavozin#hungary#465#0#0#250#250#0#0#0#0#0
33#959#cathy reed / chris reed#japan#275#213#0#164#0#173#134#0#0#0
34#957#rachel tibbetts / collin brubaker#usa#380#225#133#0#0#0#115#104#0#0
35#947#allie hann - mccurdy / michael coreno#canada#756#191#0#0#0#0#0#0#0#0
36#925#kamila hájková / david vincour#czech republic#146#0#0#203#182#109#0#0#158#127
37#877#pernelle carron / lloyd jones#france#377#0#0#250#250#0#0#0#0#0
38#837#alla beknazarova / vladimir zuev#ukraine#293#0#0#203#0#166#0#0#175#0
39#817#xiaoyang yu / chen wang#china#402#0#0#0#0#281#134#0#0#0
40#799#isabella cannuscio / ian lorello#usa#0#354#203#0#0#0#127#115#0#0
41#743#christina chitwood / mark hanretty#united kingdom#118#0#0#203#182#98#0#0#142#0
42#706#xueting guan / meng wang#china#362#120#97#0#0#127#0#0#0#0
43#705#caitlin mallory / kristjan rand#estonia#237#191#0#0#0#150#0#0#127#0
44#686#zoé blanc / pierre - loup bouquet#france#214#0#0#182#164#126#0#0#0#0
45#643#ekaterina riazanova / ilia tkachenko#russia#0#236#0#225#182#0#0#0#0#0
46#628#christina beier / william beier#germany#200#0#0#225#203#0#0#0#0#0
47#595#stefanie frohberg / tim giesen#germany#249#182#164#0#0#0#0#0#0#0
48#584#maria borounov / evgeni borounov#australia#264#0#0#0#0#205#0#0#115#0
49#563#dora turoczi / balazs major#hungary#224#97#97#0#0#61#84#0#0#0
