venue#city#tickets sold / available#gross revenue (1979)#gross revenue (2012)
rds arena#dublin#15000 / 15000 (100%)#$121416#$385021
national exhibition centre#birmingham#15643 / 15643 (100%)#$101314#$321276
apollo theatre#manchester#7000 / 7000 (100%)#$53834#$170712
apollo theatre#glasgow#7000 / 7000 (100%)#$49584#$157235
city hall#newcastle#4270 / 4270 (100%)#$31111#$98656
empire theatre#liverpool#4700 / 4700 (100%)#$30439#$96525
hippodrome#bristol#1951 / 1951 (100%)#$14215#$45077
brighton centre#brighton#9000 / 9000 (100%)#$72865#$231061
lyceum theatre#london#2100 / 2100 (100%)#$16153#$51223
rainbow theatre#london#3040 / 3040 (100%)#$24613#$78050
purley tiffany™s#london#4000 / 4000 (100%)#$30766#$97562
tottenham mayfair#london#1000 / 1000 (100%)#$7691#$24389
lewisham odeon#london#1700 / 1700 (100%)#$13763#$43644
alexandra palace#london#7000 / 7000 (100%)#$56672#$179712
hammersmith apollo#london#5039 / 5039 (100%)#$40796#$129368
total#total#88443 / 88443 (100%)#$665232#$2109509
