game#date#visitor#score#home#decision#attendance#record#points
27#december 1#pittsburgh#2 - 4#toronto#toskala#19534#10 - 11 - 6#26
28#december 4#nashville#1 - 3#toronto#toskala#19400#11 - 11 - 6#28
29#december 6#toronto#6 - 2#ny rangers#toskala#18200#12 - 11 - 6#30
30#december 8#boston#2 - 1#toronto#toskala#19441#12 - 12 - 6#30
31#december 10#tampa bay#1 - 6#toronto#toskala#19454#13 - 12 - 6#32
32#december 14#toronto#4 - 0#atlanta#toskala#16424#14 - 12 - 6#34
33#december 15#toronto#1 - 4#montreal#toskala#21273#14 - 13 - 6#34
34#december 18#toronto#2 - 3#carolina#toskala#17045#14 - 13 - 7#35
35#december 20#toronto#1 - 2#tampa bay#toskala#19131#14 - 14 - 7#35
36#december 22#toronto#2 - 1#florida#toskala#18500#15 - 14 - 7#37
37#december 26#toronto#3 - 4#ny islanders#raycroft#15301#15 - 14 - 8#38
38#december 27#toronto#1 - 4#philadelphia#raycroft#19727#15 - 15 - 8#38
39#december 29#ny rangers#6 - 1#toronto#raycroft#19408#15 - 16 - 8#38
