year ended#passengers (thousand)#rpk (million)#ask (million)#load factor (%)#yield (s / km)
31 march 1993#8640#37860.6#53100.4#71.3#10.5
31 march 1994#9468#42328.3#59283.3#71.4#10.1
31 march 1995#10082#45412.2#64053.9#70.9#9.9
31 march 1996#11057#50045.4#68555.3#73.0#9.4
31 march 1997#12022#54692.5#73511.4#74.4#9.0
31 march 1998#11957#54441.2#77221.6#70.5#9.5
31 march 1999#12777#60299.9#83191.7#72.5#8.6
31 march 2000#13782#65718.4#87728.3#74.9#9.1
31 march 2001#15002#71118.4#92648.0#76.8#9.4
31 march 2002#14765#69994.5#94558.5#74.0#9.0
31 march 2003#15326#74183.2#99565.9#74.5#9.1
31 march 2004#13278#64685.2#88252.7#73.3#9.2
31 march 2005#15944#77593.7#104662.3#74.1#10.1
31 march 2006#16995#82741.7#109483.7#75.6#10.6
31 march 2007#18346#89148.8#112543.8#79.2#10.9
31 march 2008#19120#91485.2#113919.1#80.3#12.1
31 march 2009#18293#90128.1#117788.7#76.5#12.5
31 march 2010#16480#82882.5#105673.7#78.4#10.4
31 march 2011#16647#84801.3#108060.2#78.5#11.9
31 march 2012#17155#87824.0#113409.7#77.4#11.8
