rank#club#points#played#victories#draws#defeats#goals for#goals against#goal average
1#fc martigues#47#34#19#9#6#53#24#+ 29
2#as cannes#46#34#19#8#7#63#33#+ 30
3#ogc nice#41#34#14#13#7#49#32#+ 17
4#as nancy#39#34#15#9#10#48#37#+ 11
5#asoa valence#39#34#15#9#10#42#40#+ 2
6#cs sedan#38#34#13#12#9#46#31#+ 15
7#sc bastia#37#34#11#15#8#52#39#+ 13
8#fc istres#37#34#14#9#11#42#44#- 2
9#olympique charleville#37#34#14#9#11#36#38#- 2
10#olympique alès#36#34#14#8#12#42#44#- 2
11#fc mulhouse#34#34#12#10#12#49#45#+ 4
12#cs cuiseaux - louhans#29#34#10#9#15#35#42#- 7
13#gazélec ajaccio#28#34#11#6#17#43#55#- 12
14#rodez af#27#34#9#9#16#30#57#- 27
15#fc perpignan#26#34#7#12#15#31#44#- 13
16#sas épinal#24#34#8#8#18#35#55#- 20
17#fc annecy#24#34#8#8#18#28#55#- 27
18#us créteil#23#34#7#9#17#42#51#- 9
