name#nationality#races won#races ridden#win average
patrick sercu#belgian#88#223#0.3946
danny clark#australian#74#235#0 , 3149
rené pijnen#dutch#72#233#0 , 3090
peter post#dutch#65#155#0 , 4194
bruno risi#swiss#61#178#0 , 3427
rik van steenbergen#belgian#40#134#0 , 2985
william peden#canadian#38#127#0 , 2992
etienne de wilde#belgian#38#197#0 , 1929
kurt betschart#swiss#37#142#0 , 2606
klaus bugdahl#german#37#229#0 , 1616
gustav kilian#german#34#90#0 , 3778
albert fritz#german#34#198#0 , 1717
fritz pfenninger#swiss#33#181#0 , 1823
heinz vopel#german#32#74#0 , 4324
piet van kempen#dutch#32#110#0 , 2909
dietrich thurau#german#29#97#0 , 2990
silvio martinello#italian#28#97#0 , 2887
franco marvulli#swiss#23#69#0 , 3333
dieter kemper#german#26#165#0 , 1576
emile severeyns#belgian#25#151#0 , 1656
andreas kappes#german#24#116#0 , 2069
marco villa#italian#24#141#0 , 1702
rudi altig#german#23#79#0 , 2911
ferdinando terruzzi#italian#23#121#0 , 1901
tony doyle#british#23#139#0 , 1655
sigi renz#german#23#159#0 , 1447
alfred letourneur#french#21#84#0 , 2500
palle lykke#danish#21#122#0 , 1721
urs freuler#swiss#21#139#0 , 1511
gert frank#danish#20#143#0 , 1399
gerrit schulte#dutch#19#73#0 , 2603
reggie mcnamara#american#19#117#0 , 1624
eddy merckx#belgian#17#35#0 , 4857
jan pijnenburg#dutch#17#50#0 , 3400
gerard debaets#belgian#17#90#0 , 1889
donald allan#australian#17#107#0 , 1589
matthew gilmore#belgian#17#107#0 , 1589
cecil yates#american#16#57#0 , 2807
sid patterson#australian#16#57#0 , 2807
jean roth#swiss#16#85#0 , 1882
reg arnold#australian#16#103#0 , 1553
leo duyndam#dutch#16#143#0 , 1119
wilfried peffgen#german#16#188#0 , 0851
francesco moser#italian#15#35#0 , 4285
roman hermann#leichtenstinian#15#182#0 , 0824
danny stam#dutch#15#86#0 , 1744
scott mcgrory#australian#14#69#0 , 2029
robert bartko#german#14#50#0 , 2800
armin von büren#swiss#13#58#0 , 2241
jens veggerby#danish#13#89#0 , 1461
erik zabel#german#13#28#0 , 4643
rik van looy#belgian#12#43#0 , 2791
graeme gilmore#australian#12#100#0 , 1200
iljo keisse#belgian#12#50#0 , 2400
gregor braun#german#11#44#0 , 2500
günther haritz#german#11#83#0 , 1325
robert slippens#dutch#11#70#0 , 1571
rolf aldag#german#10#29#0 , 3448
horst oldenburg#german#10#100#0 , 1000
lucien gillen#luxembourgeois#10#116#0 , 0862
wolfgang schulze#german#10#135#0 , 0741
