date#visitor#score#home#decision#attendance#record#points
february 1#boston bruins#3 - 1#montreal canadiens#price#21273#28 - 16 - 6#62
february 3#pittsburgh penguins#2 - 4#montreal canadiens#price#21273#29 - 16 - 6#64
february 6#montreal canadiens#2 - 3#buffalo sabres#price#18161#29 - 17 - 6#64
february 7#toronto maple leafs#5 - 2#montreal canadiens#price#21273#29 - 18 - 6#64
february 9#montreal canadiens#2 - 6#calgary flames#price#19289#29 - 19 - 6#64
february 11#montreal canadiens#2 - 7#edmonton oilers#price#16839#29 - 20 - 6#64
february 13#montreal canadiens#4 - 2#colorado avalanche#halak#17514#30 - 20 - 6#66
february 15#montreal canadiens#2 - 4#vancouver canucks#halak#18630#30 - 21 - 6#66
february 18#montreal canadiens#3 - 4 so#washington capitals#price#18277#30 - 21 - 7#67
february 19#montreal canadiens#4 - 5#pittsburgh penguins#price#16968#30 - 22 - 7#67
february 21#ottawa senators#3 - 5#montreal canadiens#halak#21273#31 - 22 - 7#69
february 24#vancouver canucks#0 - 3#montreal canadiens#halak#21273#32 - 22 - 7#71
february 27#montreal canadiens#4 - 3 ot#philadelphia flyers#halak#19881#33 - 22 - 7#73
february 28#san jose sharks#2 - 3#montreal canadiens#halak#21273#34 - 22 - 7#75
