name#volume#engine#fuel#output#torque#engine id code (s)#0 - 100 km / h , s#top speed#years
1.4 spi#1391 cc#4cyl#petrol#ps (kw; hp) 5200 rpm#n m (lb ft) 2400 - 2800 rpm#abd#16.9#km / h (mph)#1993 - 1995
1.4 mpi#1390 cc#4cyl#petrol#ps (kw; hp) 4700 rpm#n m (lb ft) 2800 - 3200 rpm#aex / apq#16.9#km / h (mph)#1995 - 1999
1.6 mpi#1595 cc#4cyl#petrol#ps (kw; hp) 5800 rpm#n m (lb ft) 4400 rpm#aek#11.9#km / h (mph)#1994 - 1995
1.6 mpi#1595 cc#4cyl#petrol#ps (kw; hp) 5800 rpm#n m (lb ft) 3500 rpm#aft / aks#11.9#km / h (mph)#1995 - 1999
1.8 spi#1781 cc#4cyl#petrol#ps (kw; hp) 5000 rpm#n m (lb ft) 2500 rpm#aam / ann#14.9#km / h (mph)#1993 - 1999
1.8 spi#1781 cc#4cyl#petrol#ps (kw; hp) 5500 rpm#n m (lb ft) 2500 rpm#abs / adz / anp#12.8#km / h (mph)#1993 - 1999
2.0 mpi#1984 cc#4cyl#petrol#ps (kw; hp) 5400 rpm#n m (lb ft) 3200 rpm#2e / ady#10.8#km / h (mph)#1993 - 1995
2.0 mpi#1984 cc#4cyl#petrol#ps (kw; hp) 5400 rpm#n m (lb ft) 2600 rpm#agg#10.8#km / h (mph)#1995 - 1999
2.9 mpi syncro#2861 cc#vr6#petrol#ps (kw; hp) 5800 rpm#n m (lb ft) 4200 rpm#abv#8.1#km / h (mph)#1994 - 1997
1.9 d#1896 cc#4cyl#diesel#ps (kw; hp) 4400 rpm#n m (lb ft) 2000 - 3000 rpm#1y#18.6#km / h (mph)#1993 - 1999
1.9 sdi#1896 cc#4cyl#diesel#ps (kw; hp) 4200 rpm#n m (lb ft) 2200 - 2800 rpm#aey#18.6#km / h (mph)#1995 - 1999
1.9 td#1896 cc#4cyl#diesel#ps (kw; hp) 4200 rpm#n m (lb ft) 2400 - 3400 rpm#aaz#15.9#km / h (mph)#1993 - 1997
1.9 tdi#1896 cc#4cyl#diesel#ps (kw; hp) 4000 rpm#n m (lb ft) 1900 rpm#1z / ahu#13.4#km / h (mph)#1993 - 1999
1.9 tdi#1896 cc#4cyl#diesel#ps (kw; hp) 4150 rpm#n m (lb ft) 1900 rpm#afn#11.4#km / h (mph)#1996 - 1999
