place#player#country#score#to par#money
1#josé maría olazábal#spain#74 + 67 + 69 + 69 = 279#- 9#360000
2#tom lehman#united states#70 + 70 + 69 + 72 = 281#- 7#216000
3#larry mize#united states#68 + 71 + 72 + 71 = 282#- 6#136000
4#tom kite#united states#69 + 72 + 71 + 71 = 283#- 5#96000
t5#jay haas#united states#72 + 72 + 72 + 69 = 285#- 3#73000
t5#jim mcgovern#united states#72 + 70 + 71 + 72 = 285#- 3#73000
t5#loren roberts#united states#75 + 68 + 72 + 70 = 285#- 3#73000
t8#ernie els#south africa#74 + 67 + 74 + 71 = 286#- 2#60000
t8#corey pavin#united states#71 + 72 + 73 + 70 = 286#- 2#60000
t10#ian baker - finch#australia#71 + 71 + 71 + 74 = 287#- 1#50000
t10#raymond floyd#united states#70 + 74 + 71 + 72 = 287#- 1#50000
t10#john huston#united states#72 + 72 + 74 + 69 = 287#- 1#50000
