district#incumbent#party#first elected#results
virginia 1#jo ann davis#republican#2000#re - elected
virginia 2#thelma drake#republican#2004#re - elected
virginia 3#bobby scott#democratic#1992#re - elected
virginia 4#randy forbes#republican#2001#re - elected
virginia 5#virgil goode#republican#1996#re - elected
virginia 6#bob goodlatte#republican#1992#re - elected
virginia 7#eric cantor#republican#2000#re - elected
virginia 8#jim moran#democratic#1990#re - elected
virginia 9#rick boucher#democratic#1982#re - elected
virginia 10#frank wolf#republican#1980#re - elected
virginia 11#tom davis#republican#1994#re - elected
