tie no#home team#score#away team#date
1#leicester city#1 - 2#manchester united#14 february 1976
2#bolton wanderers#3 - 3#newcastle united#14 february 1976
replay#newcastle united#0 - 0#bolton wanderers#18 february 1976
replay#bolton wanderers#1 - 2#newcastle united#23 february 1976
3#wolverhampton wanderers#3 - 0#charlton athletic#14 february 1976
4#west bromwich albion#1 - 1#southampton#14 february 1976
replay#southampton#4 - 0#west bromwich albion#17 february 1976
5#derby county#1 - 0#southend united#14 february 1976
6#norwich city#1 - 2#bradford city#23 february 1976
7#chelsea#2 - 3#crystal palace#14 february 1976
8#stoke city#0 - 0#sunderland#14 february 1976
replay#sunderland#2 - 1#stoke city#17 february 1976
