year#men 's singles#women 's singles#men 's doubles#women 's doubles#mixed doubles
1965#miroslav pezlar#vera perinová#miroslav pezlar / ladislav rehor#vera perinová / miluse bilciková#petr nadvorník / vera perinová
1966#jan novotný#hana rerichová#miroslav pezlar / ladislav rehor#dana povolná / milena kuzelová#jan novotný / hana rerichová
1967#ladislav rehor#milena kuzelová#jan chmela / jiří chmela#milena kuzelová / alexandra fadrna#zbynek schwarz / jaroslava krahulcová
1968#petr pavel#jaroslava krahulcová#josef brejcha / petr freimann#jaroslava krahulcová / anna skodová#petr freimann / benediktová
1969#petr pavel#jaroslava krahulcová#tomas dohnal / petr pavel#marie krkošková / vera mydlarová#petr pavel / jaroslava krahulcová
1970#petr pavel#marie krkošková#zdenek kozesnik / josef kraus#jaroslava krahulcová / anna skodová#petr pavel / jaroslava krahulcová
1971#miroslav šrámek#marie krkošková#zdenek kozesnik / mojmir skalický#marie krkošková / olga zrnová#mojmir skalicky / marie krkošková
1972#miroslav šrámek#marie krkošková#miroslav šrámek / ales guttenberger#tatjana pravdová / olga zrnová#miroslav šrámek / olga zrnová
1973#karel myskovsky#marie krkošková#j reis / j vachna#marie krkošková / jitka trminková#karel myskovsky / marie krkošková
1974#karel lakomý#maria holobradá#karel lakomý / vladimir janda#maria holobradá / helena turcinková#vladimir janda / helena turcinková
1975#karel lakomý#helena turcinková#karel lakomý / vladimir janda#helena turcinková / buresová#karel lakomý / zuzana valečková
1976#michal malý#jirina hubertová#vladimir janda / lubos sedlak#helena turcinková / jirina hubertová#michal malý / zuzana valečková
1977#michal malý#zuzana valečková#michal malý / ladislav tandler#milena hamralová / zuzana valečková#michal malý / zuzana valečková
1978#ladislav tandler#alena nejedlová#juraj lenart / ladislav tandler#milena hamralová / alena nejedlová#ladislav tandler / alena nejedlová
1979#lubomir cechovský#alena nejedlová#petr cech / vladimir hrubý#eliška klučková / alena nejedlová#stanislav kraus / alena nejedlová
1980#richard hobzik#eliška klučková#radek goldmann / richard hobzik#sona karwaczyková / eliška klučková#richard hobzik / eliška klučková
1981#richard hobzik#jitka cuprová#jiří dufek / richard hobzik#irena ferencová / yweta trminková#richard hobzik / jitka cuprová
1982#jiří dufek#irena ferencová#jiří dufek / tomas zapletal#jaroslava balcarová / irena ferencová#jiří dufek / irena ferencová
1983#roman janostik#jaroslava balcarová#jiří hlavaty / pavel kubis#jaroslava balcarová / jana drapaková#jiří hlavaty / radka viktorinová
1984#radek heger#jaroslava balcarová#radek heger / roman janostik#jaroslava balcarová / jana mrstinová#jaroslav hawlik / jaroslava balcarová
1985#tomasz mendrek#jitka lacinová#pavel brazda / tomasz mendrek#radka viktorinová / jitka lacinová#tomasz mendrek / radka viktorinová
1986#tomasz mendrek#jitka lacinová#radek svoboda / tomasz mendrek#eva lacinová / jitka lacinová#tomasz mendrek / jitka lacinová
1987#radek svoboda#jitka lacinová#radek svoboda / martin vrkoslav#eva lacinová / jitka lacinová#martin vrkoslav / jitka lacinová
1988#martin kulhavy#eva lacinová#radek gregor / jan jurka#eva lacinová / dana matoušková#jan doucha / eva lacinová
1989#petr janda#veronika vopalenska#petr janda / petr horsky#petra hlubučková / dana matoušková#petr janda / dana matoušková
1990#petr janda#veronika vopalenska#petr janda / daniel gaspar#veronika vopalenska / diana stadniková#ladislav oros / eva melounová
1991#martin skoupil#marketa koudelková#jan lanik / pavel weigner#marketa koudelková / zuzana kalivodová#igor paar / zuzana kalivodová
1992#jan kostelecký#marketa koudelková#jan kostelecký / jan panos#marketa koudelková / zuzana kalivodová#martin panos / zuzana kalivodová
