date#visitor#score#home#record#points
december 2#chicago#2 - 3#pittsburgh#13 - 10 - 2#28
december 3#pittsburgh#2 - 4#chicago#13 - 11 - 2#28
december 6#pittsburgh#4 - 4#california#13 - 11 - 3#29
december 9#pittsburgh#1 - 3#los angeles#13 - 12 - 3#29
december 13#ny islanders#1 - 9#pittsburgh#14 - 12 - 3#31
december 16#atlanta#3 - 5#pittsburgh#15 - 12 - 3#33
december 17#pittsburgh#1 - 9#ny rangers#15 - 13 - 3#33
december 19#boston#3 - 2#pittsburgh#15 - 14 - 3#33
december 23#pittsburgh#3 - 6#montreal#15 - 15 - 3#33
december 26#pittsburgh#1 - 1#detroit#15 - 15 - 4#34
december 27#pittsburgh#3 - 3#toronto#15 - 15 - 5#35
december 29#toronto#4 - 0#pittsburgh#15 - 16 - 5#35
december 30#detroit#2 - 2#pittsburgh#15 - 16 - 6#36
