date#visitor#score#home#attendance#record#points
november 3#pittsburgh#0 - 6#toronto#16485#4 - 5 - 1#9
november 4#pittsburgh#0 - 7#philadelphia#17007#4 - 6 - 1#9
november 7#ny islanders#1 - 1#pittsburgh#6924#4 - 6 - 2#10
november 10#atlanta#4 - 4#pittsburgh#11342#4 - 6 - 3#11
november 13#minnesota#2 - 5#pittsburgh#7703#5 - 6 - 3#13
november 15#pittsburgh#3 - 5#st louis#18204#5 - 7 - 3#13
november 17#chicago#4 - 1#pittsburgh#11488#5 - 8 - 3#13
november 18#pittsburgh#0 - 7#ny rangers#17500#5 - 9 - 3#13
november 21#vancouver#4 - 5#pittsburgh#8260#6 - 9 - 3#15
november 22#pittsburgh#4 - 2#toronto#16485#7 - 9 - 3#17
november 24#montreal#5 - 2#pittsburgh#12316#7 - 10 - 3#17
november 28#toronto#4 - 3#pittsburgh#8425#7 - 11 - 3#17
