date#visitor#score#home#leading scorer#attendance#record
january 2#atlanta#98 - 94#cleveland#lebron james (36)#20562#15 - 17
january 4#sacramento#97 - 93#cleveland#lebron james (24)#20562#16 - 17
january 6#cleveland#93 - 90#toronto#lebron james (39)#19800#17 - 17
january 8#seattle#95 - 79#cleveland#lebron james (22)#20409#18 - 17
january 9#cleveland#81 - 90#atlanta#lebron james (31)#16246#18 - 18
january 11#charlotte#113 - 106#cleveland#lebron james (31)#20562#19 - 18
january 15#cleveland#132 - 124#memphis#lebron james (51)#13871#20 - 18
january 17#cleveland#90 - 88#san antonio#lebron james (27)#18482#21 - 18
january 21#cleveland#97 - 90#miami#lebron james (27)#19600#22 - 18
january 23#washington#121 - 85#cleveland#žydrūnas ilgauskas (24)#20562#23 - 18
january 25#phoenix#108 - 110#cleveland#lebron james (36)#20562#23 - 19
january 27#cleveland#98 - 95#la lakers#lebron james (41)#18997#24 - 19
january 30#cleveland#84 - 83#portland#lebron james (37)#20501#25 - 19
january 31#cleveland#95 - 101#seattle#larry hughes (28)#13109#25 - 20
