district#incumbent#party#first elected#results#candidates
new york 3#peter king#republican#1992#re - elected#peter king (r) 60% dal lamagna (d) 40%
new york 4#carolyn mccarthy#democratic#1996#re - elected#carolyn mccarthy (d) 61% gregory becker (r) 39%
new york 5#gary ackerman#democratic#1983#re - elected#gary ackerman (d) 68% edward elkowitz (r) 31%
new york 6#gregory w meeks#democratic#1998#re - elected#gregory w meeks (d) unopposed
new york 9#anthony weiner#democratic#1998#re - elected#anthony weiner (d) 68% noach dear (r) 32%
new york 10#ed towns#democratic#1982#re - elected#ed towns (d) 90% ernestine brown (r) 6%
new york 11#major owens#democratic#1982#re - elected#major owens (d) 88% susan cleary (r) 7%
new york 12#nydia velazquez#democratic#1992#re - elected#nydia velazquez (d) 86% rosemarie markgraf (r) 12%
new york 13#vito fossella#republican#1997#re - elected#vito fossella (r) 65% katina johnstone (d) 34%
new york 16#jose serrano#democratic#1990#re - elected#jose serrano (d) 96% aaron justice (r) 4%
new york 17#eliot engel#democratic#1988#re - elected#eliot engel (d) 89% patrick mcmanus (r) 11%
new york 18#nita lowey#democratic#1988#re - elected#nita lowey (d) 67% john vonglis (r) 32%
new york 20#benjamin gilman#republican#1972#re - elected#benjamin gilman (r) 58% paul feiner (d) 41%
new york 21#mike mcnulty#democratic#1988#re - elected#mike mcnulty (d) 74% thomas pillsworth (r) 26%
new york 22#john sweeney#republican#1998#re - elected#john sweeney (r) 69% kenneth mccallion (d) 31%
new york 24#john mchugh#republican#1992#re - elected#john mchugh (r) 75% neil tallon (d) 23%
new york 26#maurice hinchey#democratic#1992#re - elected#maurice hinchey (d) 62% bob moppert (r) 38%
new york 27#tom reynolds#republican#1998#re - elected#tom reynolds (r) 70% thomas pecoraro (d) 30%
new york 29#john lafalce#democratic#1974#re - elected#john lafalce (d) 61% brett sommer (r) 39%
new york 30#jack quinn#republican#1992#re - elected#jack quinn (r) 67% john fee (d) 33%
