date#opponent#score#loss#attendance#record
may 1#new york mets#3 - 6#ayala (1 - 1)#27333#13 - 12
may 2#los angeles dodgers#6 - 2#erickson (1 - 3)#34079#14 - 12
may 3#los angeles dodgers#2 - 4#rauch (0 - 1)#41190#14 - 13
may 4#los angeles dodgers#5 - 2#pérez (4 - 2)#33081#15 - 13
may 6#san francisco giants#9 - 3#lowry (1 - 3)#40425#16 - 13
may 7#san francisco giants#11 - 8#accardo (0 - 1)#40220#17 - 13
may 8#san francisco giants#3 - 4 (13)#rauch (1 - 2)#36903#17 - 14
may 9#arizona diamondbacks#4 - 3#valverde (0 - 1)#19440#18 - 14
may 10#arizona diamondbacks#2 - 3#armas (0 - 1)#23181#18 - 15
may 11#arizona diamondbacks#2 - 3#rauch (1 - 3)#21011#18 - 16
may 13#chicago cubs#3 - 6#ayala (2 - 2)#36585#18 - 17
may 14#chicago cubs#4 - 3#zambrano (3 - 2)#42829#19 - 17
may 15#chicago cubs#5 - 4#bartosh (0 - 2)#44103#20 - 17
may 16#milwaukee brewers#5 - 2#davis (4 - 5)#26606#21 - 17
may 17#milwaukee brewers#2 - 8#vargas (0 - 1)#26427#21 - 18
may 18#milwaukee brewers#1 - 0#capuano (3 - 3)#29216#22 - 18
may 19#milwaukee brewers#3 - 2#santos (1 - 4)#30968#23 - 18
may 20#toronto blue jays#1 - 6#vargas (0 - 2)#17465#23 - 19
may 21#toronto blue jays#0 - 7#armas (1 - 2)#24518#23 - 20
may 22#toronto blue jays#9 - 2#towers (5 - 2)#28408#24 - 20
may 23#cincinnati reds#3 - 5#loaiza (1 - 3)#17630#24 - 21
may 24#cincinnati reds#3 - 4 (15)#ayala (2 - 3)#36539#24 - 22
may 25#cincinnati reds#3 - 12#vargass (0 - 3)#20497#24 - 23
may 27#st louis cardinals#3 - 6#armas (1 - 3)#47383#24 - 24
may 28#st louis cardinals#1 - 3#loaiza (1 - 4)#49123#24 - 25
may 29#st louis cardinals#3 - 2#carpenter (7 - 3)#47012#25 - 25
may 30#atlanta braves#3 - 2#davies (2 - 1)#39705#26 - 25
may 31#atlanta braves#5 - 4#colón (0 - 2)#29512#27 - 25
