date#time#opponent#score#loss#record
august 1#10:10 pm#mariners#10 - 5#washburn (5 - 10)#52 - 56
august 2#10:10 pm#mariners#3 - 1#hernández (7 - 7)#53 - 56
august 3#4:10 pm#mariners#8 - 4#cabrera (7 - 7)#53 - 57
august 4#10:05 pm#angels#6 - 5#sherrill (3 - 5)#53 - 58
august 5#10:05 pm#angels#3 - 0#garland (10 - 7)#54 - 58
august 6#3:35 pm#angels#9 - 4#olson (8 - 6)#54 - 59
august 8#7:05 pm#rangers#9 - 1#mendoza (3 - 5)#55 - 59
august 9#7:05 pm#rangers#9 - 0#padilla (12 - 6)#56 - 59
august 10#1:35 pm#rangers#15 - 7#bierd (0 - 2)#56 - 60
august 11#7:05 pm#indians#13 - 8#cherry (0 - 1)#56 - 61
august 12#7:05 pm#indians#7 - 5#johnson (2 - 4)#56 - 62
august 13#7:05 pm#indians#6 - 1#reyes (3 - 2)#57 - 62
august 14#7:05 pm#indians#11 - 6#pérez (2 - 3)#58 - 62
august 15#7:05 pm#tigers#11 - 2#robertson (7 - 9)#59 - 62
august 16#7:05 pm#tigers#5 - 3#sarfate (4 - 3)#59 - 63
august 17#1:05 pm#tigers#16 - 8#fossum (2 - 1)#60 - 63
august 18#7:05 pm#red sox#6 - 3#guthrie (10 - 9)#60 - 64
august 19#7:05 pm#red sox#7 - 2#cabrera (8 - 8)#60 - 65
august 20#7:05 pm#red sox#11 - 6#buchholz (2 - 9)#61 - 65
august 22#7:05 pm#yankees#9 - 4#walker (1 - 1)#61 - 66
august 23#7:05 pm#yankees#5 - 3#guthrie (10 - 10)#61 - 67
august 24#1:35 pm#yankees#8 - 7#walker (1 - 2)#61 - 68
august 25#6:05 pm#white sox#4 - 3 (14)#h ramírez (0 - 1)#62 - 68
august 25#7:05 pm#white sox#4 - 3#waters (2 - 1)#62 - 69
august 26#7:05 pm#white sox#8 - 3#burres (7 - 8)#62 - 70
august 27#7:05 pm#white sox#11 - 3#danks (10 - 7)#63 - 70
august 29#7:10 pm#rays#14 - 3#guthrie (10 - 11)#63 - 71
august 30#7:10 pm#rays#10 - 9#cherry (0 - 2)#63 - 72
august 31#1:40 pm#rays#10 - 4#burres (7 - 9)#63 - 73
