game#march#opponent#score#record
65#1#toronto maple leafs#7 - 4#34 - 23 - 8
66#3#new jersey devils#6 - 3#34 - 24 - 8
67#5#boston bruins#5 - 0#34 - 25 - 8
68#8#buffalo sabres#2 - 0#34 - 26 - 8
69#9#detroit red wings#3 - 2#34 - 27 - 8
70#11#washington capitals#4 - 2#34 - 28 - 8
71#13#calgary flames#4 - 3#35 - 28 - 8
72#15#winnipeg jets#6 - 3#35 - 29 - 8
73#18#quebec nordiques#8 - 3#35 - 30 - 8
74#20#st louis blues#7 - 4#36 - 30 - 8
75#22#minnesota north stars#3 - 1#37 - 30 - 8
76#25#philadelphia flyers#6 - 1#37 - 31 - 8
77#26#pittsburgh penguins#6 - 4#37 - 32 - 8
78#29#detroit red wings#4 - 3#37 - 33 - 8
