game#date#team#score#high points#high rebounds#high assists#location attendance#record
1#november 2#orlando#w 115 - 111#d wilkins (32)#k willis (11)#d wilkins , r robinson (8)#omni coliseum 13593#1 - 0
2#november 3#indiana#w 121 - 120#d wilkins (30)#m malone (14)#r robinson (10)#omni coliseum 10330#2 - 0
3#november 6#sacramento#w 102 - 85#d wilkins (24)#k willis (9)#d wilkins (6)#arco arena 17014#3 - 0
4#november 9#golden state#l 128 - 143#d wilkins (21)#k willis (10)#m malone (6)#oakland - alameda county coliseum arena 15025#3 - 1
5#november 10#la clippers#w 112 - 94#g rivers (23)#k willis (16)#g rivers (9)#los angeles memorial sports arena 13228#4 - 1
6#november 13#cleveland#l 128 - 143#d wilkins (27)#k willis (13)#m malone (6)#omni coliseum 15025#4 - 2
7#november 14#philadelphia#l 104 - 112#k willis (28)#m malone (13)#j battle (5)#the spectrum 13613#4 - 3
8#november 16#charlotte#l 109 - 119#d wilkins (27)#k willis (11)#j battle (6)#omni coliseum 11042#4 - 4
9#november 17#detroit#l 83 - 91#j battle (16)#k willis (10)#a webb (5)#the palace of auburn hills 21454#4 - 5
10#november 20#charlotte#l 121 - 128#d wilkins (29)#d wilkins (10)#d wilkins (7)#charlotte coliseum 23901#4 - 6
11#november 21#milwaukee#l 93 - 105#m malone (22)#k willis (10)#d wilkins (6)#bradley center 15279#4 - 7
12#november 24#philadelphia#l 121 - 124#d wilkins (39)#m malone (11)#a webb (14)#omni coliseum 15594#4 - 8
13#november 27#detroit#l 97 - 120#k willis , a webb (16)#k willis (8)#a webb (4)#omni coliseum 13718#4 - 9
