game#december#opponent#score#record
23#1#buffalo sabres#7 - 2#16 - 3 - 4
24#4#pittsburgh penguins#4 - 2#16 - 4 - 4
25#5#vancouver canucks#6 - 3#17 - 4 - 4
26#8#chicago black hawks#2 - 2#17 - 4 - 5
27#9#philadelphia flyers#5 - 0#18 - 4 - 5
28#12#pittsburgh penguins#6 - 1#19 - 4 - 5
29#15#philadelphia flyers#6 - 2#20 - 4 - 5
30#16#boston bruins#8 - 1#20 - 5 - 5
31#18#st louis blues#5 - 2#21 - 5 - 5
32#19#minnesota north stars#1 - 1#21 - 5 - 6
33#22#pittsburgh penguins#4 - 2#22 - 5 - 6
34#25#minnesota north stars#2 - 1#23 - 5 - 6
35#26#montreal canadiens#5 - 1#24 - 5 - 6
36#29#philadelphia flyers#5 - 1#25 - 5 - 6
