round#overall#player#nationality#club team
1#1#alexandre daigle#canada#victoriaville tigres (qmjhl)
2#27#radim bicanek#czech republic#dukla jihlava (czech)
3#53#patrick charbonneau#canada#victoriaville tigres (qmjhl)
4#91#cosmo dupaul#canada#victoriaville tigres (qmjhl)
6#131#rick bodkin#canada#sudbury wolves (ohl)
7#157#sergei polischuk#russia#krylja sovetov (russia)
8#183#jason disher#canada#kingston frontenacs (ohl)
9#209#toby kvalevog#united states#university of north dakota (ncaa)
9#227#pavol demitra#slovakia#hc dukla trenčín (czech)
10#235#rick schuhwerk#united states#hingham high school (us hs)
