game#november#opponent#score#record
11#2#colorado rockies#6 - 2#4 - 6 - 1
12#4#vancouver canucks#5 - 1#5 - 6 - 1
13#5#los angeles kings#3 - 1#5 - 7 - 1
14#9#buffalo sabres#8 - 4#6 - 7 - 1
15#12#detroit red wings#3 - 1#6 - 8 - 1
16#13#atlanta flames#5 - 2#6 - 9 - 1
17#16#chicago black hawks#5 - 2#7 - 9 - 1
18#19#pittsburgh penguins#5 - 5#7 - 9 - 2
19#20#vancouver canucks#3 - 0#7 - 10 - 2
20#23#colorado rockies#6 - 3#8 - 10 - 2
21#26#boston bruins#3 - 2#8 - 11 - 2
22#27#buffalo sabres#3 - 2#8 - 12 - 2
23#30#st louis blues#4 - 0#9 - 12 - 2
