position#equipment#points#wins#second#third
1#zabel - vmc#478#15#4#—
2#mth - bsu#440#7#12#1
3#ktm - ayr#317#—#1#6
4#mth - apz#299#—#3#4
5#zabel - vmc#274#—#—#5
6#mth - bsu#262#—#—#4
7#mth - bsu#223#—#—#—
8#mth - bsu#198#—#—#—
9#zabel - vmc#197#—#2#—
10#zabel - ayr#184#—#—#2
11#zabel - vmc#175#—#—#—
12#mth - vmc#173#—#—#—
13#ktm - vmc#132#—#—#—
14#zabel - bsu#126#—#—#—
15#kawasaki - vmc#126#—#—#—
16#ktm - vmc#107#—#—#—
17#jawa - vmc#102#—#—#—
18#ktm - nmp#100#—#—#—
19#zabel - vmc#98#—#—#—
20#ktm - vmc#80#—#—#—
21#zabel - vmc#79#—#—#—
22#mth - vmc#58#—#—#—
23#ktm - ayr#58#—#—#—
24#mth - bsu#51#—#—#—
25#zabel - vmc#51#—#—#—
26#husaberg - vmc#49#—#—#—
27#husaberg - bsu#49#—#—#—
28#honda - eml#40#—#—#—
29#yamaha - vmc#38#—#—#—
30#ktm - ayr#34#—#—#—
31#zabel - vmc#33#—#—#—
32#zabel - vmc#26#—#—#—
33#zabel - vmc#25#—#—#—
34#mth - vmc#18#—#—#—
35#zabel - bsu#16#—#—#—
36#zabel - vmc#13#—#—#—
37#zabel - vmc#13#—#—#—
38#ktm - bsu#12#—#—#—
39#ktm - ayr#12#—#—#—
40#zabel - vmc#12#—#—#—
41#mth - ayr#12#—#—#—
42#zabel - bsu#11#—#—#—
43#zabel - vmc#10#—#—#—
44#zabel - vmc#10#—#—#—
45#zabel - ayr#9#—#—#—
46#ktm - vmc#8#—#—#—
47#zabel - vmc#6#—#—#—
48#mth - ayr#5#—#—#—
49#mefo - vmc#3#—#—#—
50#ktm - vmc#3#—#—#—
51#zabel - vmc#3#—#—#—
52#ktm - ayr#2#—#—#—
53#ktm - ayr#1#—#—#—
54#ktm - vmc#1#—#—#—
