date#opponent#score#loss#attendance#record
june 1#padres#7 - 1#germano (1 - 1)#28313#20 - 31
june 2#padres#2 - 1 (10)#fuentes (1 - 2)#38521#20 - 32
june 4#giants#13 - 7#fassero (0 - 5)#32093#20 - 33
june 5#giants#11 - 2#rueter (2 - 5)#30149#21 - 33
june 6#giants#16 - 4#cook (1 - 1)#37147#21 - 34
june 7#giants#10 - 5#reed (0 - 1)#20887#21 - 35
june 8#yankees#2 - 1#fassero (0 - 6)#51852#21 - 36
june 9#yankees#7 - 5#kennedy (4 - 4)#38013#21 - 37
june 10#yankees#10 - 4#jennings (5 - 6)#41586#21 - 38
june 11#devil rays#8 - 7 (10)#chacón (0 - 3)#9280#21 - 39
june 12#devil rays#10 - 7#harikkala (1 - 1)#11299#21 - 40
june 13#devil rays#3 - 2#chacón (0 - 4)#11227#21 - 41
june 15#red sox#6 - 3#arroyo (2 - 5)#40489#22 - 41
june 16#red sox#7 - 6#schilling (8 - 4)#39319#23 - 41
june 17#red sox#11 - 0#cook (1 - 2)#40088#23 - 42
june 18#orioles#5 - 3#ponson (3 - 9)#30148#24 - 42
june 19#orioles#11 - 6#dubose (4 - 6)#33326#25 - 42
june 20#orioles#4 - 2#chacón (0 - 5)#40532#25 - 43
june 22#brewers#6 - 2#lópez (0 - 2)#13264#25 - 44
june 23#brewers#3 - 2#capuano (2 - 3)#19964#26 - 44
june 24#brewers#3 - 0#sheets (6 - 5)#21224#27 - 44
june 25#indians#10 - 8 (10)#jiménez (1 - 6)#22642#28 - 44
june 26#indians#4 - 3 (12)#reed (1 - 2)#29124#28 - 45
june 27#indians#5 - 3#jennings (6 - 7)#27252#28 - 46
june 29#brewers#6 - 3#estes (8 - 4)#28085#28 - 47
june 30#brewers#5 - 4#cook (2 - 3)#24126#28 - 48
