player#position#date of birth (age)#caps#club / province
petru bălan#prop#12 july 1976#53#biarritz
bogdan bălan#prop#11 february 1980#22#montauban
silviu florea#prop#19 july 1977#15#béziers
cezar popescu#prop#29 december 1976#32#agen
petrişor toderasc#prop#15 july 1980#46#brive
marius tincu#hooker#7 april 1978#30#perpignan
răzvan mavrodin#hooker#29 september 1973#46#pau
sorin socol ( c )#lock#30 november 1977#38#pau
cristian petre#lock#23 march 1979#56#béziers
valentin ursache#lock#12 august 1985#16#arad
augustin petrechei#lock#4 august 1980#19#béziers
ovidiu toniţa ( vc )#flanker#6 august 1980#37#perpignan
florin corodeanu#flanker#26 march 1977#50#grenoble
alexandru manta#flanker#7 june 1977#23#castres
alexandru tudori#flanker#11 october 1978#29#fc dinamo bucureşti
cosmin raţiu#number 8#18 june 1979#16#fc dinamo bucureşti
valentin calafateanu#scrum - half#25 january 1985#14#fc dinamo bucureşti
lucian sirbu#scrum - half#16 october 1976#48#béziers
ionuţ dimofte#fly - half#30 september 1984#17#arad
dănuţ dumbrava#fly - half#6 august 1981#32#steaua bucharest
romeo gontineac#centre#18 december 1973#71#aurillac
minya csaba gál#centre#7 march 1985#10#u cluj
dan vlad#centre#12 july 1983#7#steaua bucharest
ionuţ tofan#centre#8 march 1977#71#limoges
cătălin fercu#wing#5 september 1986#16#arad
ion teodorescu#wing#27 july 1976#41#arad
gabriel brezoianu#wing#18 january 1977#65#bordeaux
cătălin nicolae#wing#22 july 1980#4#steaua bucharest
iulian dumitraş#fullback#22 june 1982#12#pau
florin vlaicu#fullback#26 july 1986#11#steaua bucharest
