date#opponent#score#loss#attendance#record
april 6#tigers#4 - 2#gullickson (0 - 1)#51068#1 - 0
april 8#tigers#10 - 9#tanana (0 - 1)#12819#2 - 0
april 9#tigers#3 - 1#terrell (0 - 1)#9720#3 - 0
april 10#orioles#4 - 3#olson (0 - 1)#50424#4 - 0
april 11#orioles#7 - 2#sutcliffe (1 - 1)#50375#5 - 0
april 12#orioles#3 - 1#mesa (0 - 1)#48309#6 - 0
april 13#yankees#5 - 2#stottlemyre (0 - 1)#44115#6 - 1
april 14#yankees#12 - 6#johnson (0 - 1)#45579#7 - 1
april 15#yankees#2 - 0#pãrez (1 - 1)#48111#8 - 1
april 16#yankees#7 - 6#farr (0 - 1)#50376#9 - 1
april 17#red sox#1 - 0#wells (1 - 1)#27467#9 - 2
april 18#red sox#2 - 1#viola (0 - 2)#32640#10 - 2
april 19#red sox#5 - 4#henke (1 - 1)#28196#10 - 3
april 20#red sox#6 - 4 (13)#bolton (0 - 1)#34709#11 - 3
april 21#indians#2 - 1#cook (0 - 2)#40191#12 - 3
april 22#indians#7 - 2#stieb (0 - 1)#43292#12 - 4
april 23#indians#13 - 8#otto (1 - 2)#42401#13 - 4
april 24#royals#4 - 3#gordon (0 - 2)#50352#14 - 4
april 25#royals#6 - 4#young (0 - 1)#50346#15 - 4
april 26#royals#9 - 0#morris (3 - 1)#46486#15 - 5
april 28#angels#9 - 5#stieb (0 - 2)#46201#15 - 6
april 29#angels#1 - 0#abbott (1 - 3)#47356#16 - 6
april 30#brewers#3 - 2#ward (1 - 1)#8877#16 - 7
