date#visitor#score#home#record
december 1#toronto#3 - 7#new jersey#5 - 16 - 7
december 3#hartford#4 - 5#new jersey#6 - 16 - 7
december 4#new jersey#2 - 6#detroit#6 - 17 - 7
december 6#winnipeg#5 - 3#new jersey#6 - 18 - 7
december 9#washington#6 - 4#new jersey#6 - 19 - 7
december 11#new jersey#1 - 7#ny islanders#6 - 20 - 7
december 12#new jersey#0 - 4#ny rangers#6 - 21 - 7
december 17#new jersey#4 - 10#edmonton#6 - 22 - 7
december 19#new jersey#3 - 2#winnipeg#7 - 22 - 7
december 22#philadelphia#3 - 1#new jersey#7 - 23 - 7
december 26#new jersey#2 - 5#boston#7 - 24 - 7
december 30#ny rangers#5 - 2#new jersey#7 - 25 - 7
