date#competition#venue#result#score#goals
3 / 4 / 98#super league iii#mcalpine stadium#w#38 - 6#mcnamara 5 / 7
12 / 4 / 98#super league iii#odsal stadium#l#6 - 26#mcnamara 1 / 2
17 / 4 / 98#super league iii#don valley stadium#w#11 - 4#mcnamara 1 / 2 , graham 1 dg
26 / 4 / 98#super league iii#the boulevard#w#26 - 24#mcnamara 3 / 5
10 / 5 / 98#super league iii#odsal stadium#w#18 - 4#mcnamara 3 / 3
17 / 5 / 98#super league iii#odsal stadium#l#16 - 21#mcnamara 2 / 3
22 / 5 / 98#super league iii#the jungle#w#52 - 10#mcnamara 6 / 10
29 / 5 / 98#super league iii#odsal stadium#w#17 - 14#mcnamara 2 / 3 , mcnamara 1 dg
7 / 6 / 98#super league iii#wilderspool stadium#l#10 - 28#mcnamara 1 / 2
12 / 6 / 98#super league iii#odsal stadium#l#12 - 28#mcnamara 2 / 2
21 / 6 / 98#super league iii#the willows#l#10 - 11#mcnamara 3 / 3
28 / 6 / 98#super league iii#odsal stadium#w#36 - 10#mcnamara 5 / 5 , deacon 1 / 1
3 / 7 / 98#super league iii#headingley stadium#w#33 - 22#mcnamara 6 / 6 , mcnamara 1 dg
18 / 7 / 98#super league iii#tynecastle stadium#l#8 - 22#mcnamara 0 / 2
2 / 8 / 98#super league iii#odsal stadium#l#18 - 38#mcnamara 3 / 3
9 / 8 / 98#super league iii#odsal stadium#w#38 - 18#mcnamara 7 / 7
16 / 8 / 98#super league iii#knowsley road#l#25 - 33#mcnamara 4 / 4 , mcnamara 1 dg
23 / 8 / 98#super league iii#shay stadium#l#12 - 25#mcnamara 2 / 2
31 / 8 / 98#super league iii#odsal stadium#w#24 - 8#mcnamara 6 / 6
6 / 9 / 98#super league iii#the stoop#l#8 - 34#mcnamara 2 / 2
13 / 9 / 98#super league iii#odsal stadium#w#36 - 8#mcnamara 4 / 4 , deacon 2 / 2
20 / 9 / 98#super league iii#central park#l#4 - 38#mcnamara 0 / 1
27 / 9 / 98#super league iii#odsal stadium#w#40 - 18#mcnamara 5 / 6 , deacon 1 / 1
