district#incumbent#party#first elected#result#candidates
texas 1#wright patman#democratic#1928#re - elected#wright patman (d) unopposed
texas 2#jesse m combs#democratic#1944#retired democratic hold#jack brooks (d) 79.0% randolph c reed (r) 21.0%
texas 3#lindley beckworth#democratic#1938#retired to run for us senate democratic hold#brady p gentry (d) unopposed
texas 4#sam rayburn#democratic#1912#re - elected#sam rayburn (d) unopposed
texas 5#joseph franklin wilson#democratic#1946#re - elected#joseph franklin wilson (d) unopposed
texas 6#olin e teague#democratic#1946#re - elected#olin e teague (d) unopposed
texas 7#john dowdy#democratic#september 23 , 1952 (special)#re - elected#john dowdy (d) unopposed
texas 8#albert richard thomas#democratic#1936#re - elected#albert richard thomas (d) unopposed
texas 9#clark w thompson#democratic#1947#re - elected#clark w thompson (d) unopposed
texas 10#homer thornberry#democratic#1948#re - elected#homer thornberry (d) unopposed
texas 11#william r poage#democratic#1936#re - elected#william r poage (d) unopposed
texas 12#wingate h lucas#democratic#1946#re - elected#wingate h lucas (d) unopposed
texas 13#frank n ikard#democratic#1951#re - elected#frank n ikard (d) unopposed
texas 14#john e lyle , jr#democratic#1944#re - elected#john e lyle , jr (d) unopposed
texas 15#lloyd bentsen#democratic#1948#re - elected#lloyd bentsen (d) unopposed
texas 16#kenneth m regan#democratic#1947#re - elected#kenneth m regan (d) unopposed
texas 17#omar burleson#democratic#1946#re - elected#omar burleson (d) unopposed
texas 18#walter e rogers#democratic#1950#re - elected#walter e rogers (d) unopposed
texas 19#george h mahon#democratic#1934#re - elected#george h mahon (d) unopposed
texas 20#paul j kilday#democratic#1938#re - elected#paul j kilday (d) unopposed
texas 21#o c fisher#democratic#1942#re - elected#o c fisher (d) unopposed
