outcome#date#tournament#surface#partnering#opponent#score
runner - up#17 september 1984#tel aviv , israel#hard#colin dowdeswell#peter doohan brian levine#3 - 6 , 4 - 6
winner#14 october 1985#toulouse , france#hard (i)#ricardo acuña#pavel složil tomáš šmíd#3 - 6 , 6 - 2 , 9 - 7
runner - up#25 november 1985#hong kong#hard#tomáš šmíd#brad drewett kim warwick#3 - 6 , 6 - 4 , 2 - 6
winner#21 april 1986#nice , france#clay#pavel složil#gary donnelly colin dowdeswell#6 - 3 , 4 - 6 , 11 - 9
runner - up#13 october 1986#toulouse , france#hard (i)#pavel složil#miloslav mečíř tomáš šmíd#2 - 6 , 6 - 3 , 4 - 6
winner#9 november 1987#paris , france#carpet#claudio mezzadri#scott davis david pate#7 - 6 , 6 - 2
winner#10 october 1988#basel , switzerland#hard (i)#tomáš šmíd#jeremy bates peter lundgren#6 - 3 , 6 - 1
winner#20 february 1989#milan , italy#carpet#john mcenroe#heinz günthardt balázs taróczy#6 - 3 , 6 - 4
runner - up#27 february 1989#lyon , france#carpet#john mcenroe#eric jelen michael mortensen#2 - 6 , 6 - 3 , 3 - 6
winner#20 march 1989#indian wells , us#hard#boris becker#kevin curren david pate#7 - 6 , 7 - 5
winner#3 april 1989#miami , us#hard#anders järryd#jim grabb patrick mcenroe#6 - 3 , ret
runner - up#6 november 1989#paris , france#carpet#eric winogradsky#john fitzgerald anders järryd#6 - 7 , 4 - 6
winner#13 november 1989#wembley , england#carpet#john mcenroe#jeremy bates kevin curren#6 - 1 , 7 - 6
winner#26 february 1990#stuttgart indoor , germany#carpet#guy forget#michael mortensen tom nijssen#6 - 3 , 6 - 2
winner#18 june 1990#rosmalen , netherlands#grass#michael stich#jim grabb patrick mcenroe#7 - 6 , 6 - 3
winner#27 august 1990#long island , us#hard#guy forget#udo riglewski michael stich#2 - 6 , 6 - 3 , 6 - 4
winner#15 october 1990#tokyo indoor , japan#carpet#guy forget#scott davis david pate#7 - 6 , 7 - 5
winner#29 october 1990#stockholm , sweden#carpet#guy forget#john fitzgerald anders järryd#6 - 4 , 6 - 2
winner#25 november 1990#doubles championships , sanctuary cove#hard#guy forget#emilio sánchez sergio casal#6 - 4 , 7 - 6 , 5 - 7 , 6 - 4
runner - up#15 july 1991#gstaad , switzerland#clay#guy forget#gary muller danie visser#6 - 7 , 4 - 6
winner#30 september 1991#basel , switzerland#hard (i)#patrick mcenroe#petr korda john mcenroe#3 - 6 , 7 - 6 , 7 - 6
runner - up#21 october 1991#vienna , austria#carpet#patrick mcenroe#anders järryd gary muller#4 - 6 , 5 - 7
runner - up#17 february 1992#brussels , belgium#carpet#guy forget#boris becker john mcenroe#3 - 6 , 2 - 6
winner#18 may 1992#rome , italy#clay#marc rosset#wayne ferreira mark kratzmann#6 - 4 , 3 - 6 , 6 - 1
winner#8 june 1992#french open , paris#clay#marc rosset#david adams andrei olhovskiy#7 - 6 , 6 - 7 , 7 - 5
winner#26 october 1992#lyon , france#carpet#marc rosset#neil broad stefan kruger#6 - 1 , 6 - 3
runner - up#2 may 1994#madrid , spain#clay#jean - philippe fleurian#rikard bergh menno oosting#3 - 6 , 4 - 6
runner - up#25 july 1994#washington , us#hard#jonas björkman#grant connell patrick galbraith#4 - 6 , 6 - 4 , 3 - 6
winner#24 october 1994#lyon , france#carpet#yevgeny kafelnikov#martin damm patrick rafter#6 - 7 , 7 - 6 , 7 - 6
runner - up#27 march 1995#st petersburg , russia#carpet#yevgeny kafelnikov#martin damm anders järryd#4 - 6 , 2 - 6
runner - up#16 october 1995#tokyo indoor , japan#carpet#patrick mcenroe#jacco eltingh paul haarhuis#6 - 7 , 4 - 6
winner#23 october 1995#lyon , france#carpet#yevgeny kafelnikov#john - laffnie de jager wayne ferreira#6 - 3 , 6 - 3
runner - up#4 march 1996#milan , italy#carpet#guy forget#andrea gaudenzi goran ivanišević#4 - 6 , 5 - 7
runner - up#13 may 1996#hamburg , germany#clay#guy forget#mark knowles daniel nestor#2 - 6 , 4 - 6
runner - up#10 june 1996#french open , paris#clay#guy forget#yevgeny kafelnikov daniel vacek#2 - 6 , 3 - 6
