year#name#nationality#time#age category
2013#siebe vrieswijk#ned#14:17:33#18 - 29
2012#sander arends#bel#14:12:32#30 - 39
2011#lloyd moore#ire#13:50:00#50 - 59
2010#john macdonald#gbr#13:43:20#40 - 49
2009#ole thomsen#den#13:19:39#60 - 66
2008#bo leerberg#den#13:42:32#30 - 39
2007#geoffrey woodhouse#gbr#13:52:12#60 +
2006#adam witherington#gbr#13:55:01#30 - 39
2005#jordi moix#esp#13:23:43#40 - 49
2004#peter glendawar#jer#13:21:35#50 - 59
2003#alwin siegersma#ned#13:49:40#18 - 29
2002#philippe rabut#fra#13:52:25#40 - 49
2001#yves gachon#fra#12:56:44#18 - 29
2000#antoni busquet#and#13:23:59#40 - 49
1999#christian crampe#fra#13:43:39#50 - 59
1998#christiaan kesselmans#ned#13:02:08#50 - 59
1997#gilles penot#fra#12:03:30#30 - 39
1996#laurent morel#bel#11:57:27#18 - 29
1995#willem feyen#ned#11:34:02#40 - 49
1994#marco manenti#ita#12:56:59#40 - 49
1993#willem van de meent#ned#12:56:59#50 - 59
1992#jean gain#fra#12:30:00#60 +
1991#carl westra#ned#12:32:02#40 - 49
1990#fernando silvestre dos santos#fra#12:21:10#18 - 29
1989#pieter gietermans#ned#12:56:59#40 - 49
1988#jluc mason#fra#12:11:00#30 - 39
1987#phillpe gilson#bel#12:33:11#30 - 39
1986#javier fancisco etxaide - juantorena#esp#11:56:14#30 - 39
1985#maurice paret#fra#12:56:28#50 - 59
1984#joseph wislet#fra#13:05:31#30 - 39
1983#edouard richard#fra#13:58:37#30 - 39
