name#league#fa cup#league cup#football league trophy#watney cup#welsh cup#total
herbert swindells#126 0 (257)#9 0 (14)#0 0 (0)#0 0 (0)#0 0 (0)#5 0 (9)#137 0 (280)
dean ashton#61 0 (158)#5 0 (9)#3 0 (7)#5 0 (3)#0 0 (0)#0 0 (0)#74 0 (177)
frank lord#67 0 (106)#3 0 (8)#3 0 (4)#0 0 (0)#0 0 (0)#0 0 (0)#73 0 (118)
mark rivers#52 0 (152)#4 0 (14)#9 0 (18)#4 0 (11)#0 0 (0)#0 0 (0)#69 0 (118)
jackie waring#55 0 (150)#4 0 (11)#0 0 (0)#0 0 (0)#0 0 (0)#8 0 (9)#67 0 (170)
dave waller#55 0 (170)#0 0 (4)#6 0 (8)#5 0 (6)#0 0 (0)#0 0 (0)#66 0 (188)
jack basford#60 0 (154)#5 0 (8)#0 0 (0)#0 0 (0)#0 0 (0)#0 0 (0)#65 0 (154)
tony naylor#50 0 (137)#5 0 (11)#5 0 (7)#8 0 (3)#0 0 (0)#0 0 (0)#63 0 (153)
david platt#56 0 (134)#1 0 (3)#4 0 (7)#0 0 (4)#0 0 (0)#0 0 (0)#61 0 (148)
johnny king#60 0 (238)#0 0 (6)#0 0 (6)#0 0 (0)#0 0 (0)#0 0 (0)#60 0 (238)
barrie wheatley#50 0 (240)#8 0 (22)#0 0 (10)#0 0 (0)#0 0 (0)#0 0 (0)#58 0 (272)
rob edwards#44 0 (155)#5 0 (18)#5 0 (8)#4 0 (17)#0 0 (0)#0 0 (0)#58 0 (198)
craig hignett#43 0 (123)#8 0 (12)#4 0 (10)#2 0 (5)#0 0 (0)#0 0 (0)#57 0 (150)
shaun smith#41 0 (402)#2 0 (20)#3 0 (22)#4 0 (13)#0 0 (0)#0 0 (0)#52 0 (466)
alan bradshaw#50 0 (295)#1 0 (15)#0 0 (12)#0 0 (0)#0 0 (1)#0 0 (0)#51 0 (323)
rob hulse#45 0 (116)#0 0 (6)#2 0 (7)#4 0 (2)#0 0 (0)#0 0 (0)#51 0 (131)
chris riley#46 0 (136)#3 0 (14)#0 0 (5)#0 0 (0)#0 0 (0)#0 0 (0)#49 0 (155)
peter coyne#47 0 (135)#1 0 (6)#1 0 (4)#0 0 (0)#0 0 (0)#0 0 (0)#49 0 (145)
clayton donaldson#47 0 (117)#1 0 (5)#0 0 (4)#1 0 (4)#0 0 ) (0)#0 0 ) (0)#49 0 (130)
peter gowans#43 0 (140)#4 0 (9)#0 0 (4)#0 0 (0)#0 0 (0)#0 0 (0)#47 0 (153)
dele adebola#39 0 (122)#3 0 (10)#2 0 (7)#2 0 (13)#0 0 (0)#0 0 (0)#46 0 (152)
steve jones#40 0 (162)#1 0 (5)#4 0 (6)#1 0 (4)#0 0 (0)#0 0 (0)#46 0 (177)
