series#season#title#directed by#written by#original air date#us viewers (millions)
71#1#showdown (part 2)#john f showalter#david amann#september 29 , 2005#20.98
72#2#safe#jeannot szwarc#david grae#october 6 , 2005#21.25
73#3#from the ashes#timothy busfield#gwendolyn parker#october 13 , 2005#20.55
74#4#lost time#martha mitchell#david h goodman#october 20 , 2005#19.82
75#5#honor bound#ken collins#amantha segel marks#october 27 , 2005#21.75
76#6#viuda negra#paul mccrane#scott a williams#november 3 , 2005#20.44
77#7#the innocents#martha mitchell#jan nash#november 10 , 2005#20.78
78#8#a day in the life#jeannot szwarc#hank steinberg#november 17 , 2005#21.66
79#9#freefall#john f showalter#david mongan#november 24 , 2005#19.50
80#10#when darkness falls#jeff t thomas#hank steinberg , diego gutierrez#december 8 , 2005#21.76
81#11#blood out#scott white#gwendolyn m parker#january 5 , 2006#20.94
82#12#patient x#timothy busfield#david amann#january 19 , 2006#23.12
83#13#rage#kate woods#scott a williams#january 26 , 2006#22.30
84#14#odds or evens#martha mitchell#david h goodman#february 2 , 2006#20.80
85#15#the stranger#john f showalter#jan nash#february 9 , 2006#20.34
86#16#the little things#david grae#john pulsan#march 2 , 2006#19.78
87#17#check your head#timothy busfield#diego gutierrez#march 9 , 2006#20.28
88#18#the road home#chad lowe#david mongan#march 30 , 2006#18.48
89#19#expectations#rosemary rodriguez#david rapp#april 13 , 2006#18.62
90#20#more than this#timothy busfield#scott a williams#april 20 , 2006#16.93
91#21#shattered#jeannot szwarc#amanda segel marks , david h goodman#april 27 , 2006#17.93
92#22#requiem#john f showalter#jan nash#may 4 , 2006#19.11
93#23#white balance#jeff t thomas#greg walker#may 11 , 2006#19.19
