team#outgoing manager#manner of departure#date of vacancy#position in table#replaced by#date of appointment
haladás#lászló dajka#sacked#17 september 1998#16th#istván mihalecz#17 september 1998
videoton#ferenc csongrádi#mutual agreement#16 october 1998#14th#józsef verebes#16 october 1998
debrecen#andrás herczeg#sacked#20 october 1998#13th#lajos garamvölgyi#20 october 1998
ferencváros#tibor nyilasi#mutual agreement#17 december 1998#7th#marijan vlak#29 december 1998
iii kerület#ralf wilhelms#mutual agreement#18 december 1998#16th#lajos schróth#12 february 1999
bvsc#istván sándor#sacked#22 december 1998#18th#dragan seklulić#3 january 1999
diósgyőr#barnabás tornyi#resigned#5 january 1999#3rd#gábor szapor#7 january 1999
bvsc#dragan seklulić#sacked#10 february 1999#18th#józsef tajti#10 february 1999
diósgyőr#gábor szapor#sacked#14 april 1999#7rd#miklós temesvári#14 april 1999
siófok#lászló nagy#resigned#4 may 1999#16th#józsef mészáros#4 may 1999
dunaújváros#zoltán varga#resigned#12 may 1999#6th#ferenc ebedli#12 may 1999
