date#visitor#score#home#record
march 3#winnipeg#4 - 3#detroit#36 - 20 - 9
march 5#minnesota#4 - 2#detroit#36 - 21 - 9
march 7#detroit#4 - 4#quebec#36 - 21 - 10
march 8#detroit#1 - 4#montreal#36 - 22 - 10
march 12#detroit#5 - 4#st louis#37 - 22 - 10
march 14#detroit#1 - 4#minnesota#37 - 23 - 10
march 15#detroit#1 - 1#winnipeg#37 - 23 - 11
march 17#detroit#5 - 4#san jose#38 - 23 - 11
march 20#ny rangers#4 - 2#detroit#38 - 24 - 11
march 22#philadelphia#4 - 3#detroit#38 - 25 - 11
march 24#pittsburgh#2 - 4#detroit#39 - 25 - 11
march 28#vancouver#1 - 3#detroit#40 - 25 - 11
march 29#detroit#6 - 2#vancouver#41 - 25 - 11
march 31#chicago#3 - 3#detroit#41 - 25 - 12
