position#club#played#points#wins#draws#losses#goals for#goals against#goal difference
1#celta de vigo#38#53 + 15#22#9#7#61#26#+ 35
2#rayo vallecano#38#48 + 10#20#8#10#52#27#+ 25
3#ue figueres#38#47 + 9#16#15#7#43#27#+ 16
4#real betis#38#46 + 8#18#10#10#54#43#+ 11
5#ue lleida#38#43 + 5#17#9#12#52#36#+ 16
6#barcelona b#38#41 + 3#17#7#14#59#53#+ 6
7#cp mérida#38#41 + 3#16#9#13#58#48#+ 10
8#sd compostela#38#41 + 3#15#11#12#36#32#+ 4
9#ce sabadell fc#38#38#16#6#16#34#35#- 1
10#racing de santander#38#37 - 1#15#7#16#39#44#- 5
11#real murcia 1#38#36 - 2#11#14#13#32#36#- 4
12#sd eibar#38#36 - 2#11#14#13#19#22#- 3
13#bilbao athletic#38#35 - 3#12#11#15#36#40#- 4
14#palamós cf#38#35 - 3#13#9#16#39#46#- 7
15#cd castellón#38#35 - 3#13#9#16#42#48#- 6
16#real madrid b#38#34 - 4#11#12#15#44#55#- 11
17#sestao 1#38#32 - 6#11#10#17#26#44#- 18
18#cd málaga 2#38#30 - 8#10#10#18#25#45#- 20
19#real avilés#38#27 - 11#9#9#20#31#56#- 25
20#ud las palmas#38#25 - 13#8#9#21#39#58#- 19
