date#visitor#score#home#leading scorer#attendance#record
december 2#miami#89 - 115#denver#dwyane wade (13)#16386#4 - 12
december 3#miami#101 - 110#utah#dwyane wade (26)#19911#4 - 13
december 6#miami#106 - 112#portland#dwyane wade (21)#19980#4 - 14
december 7#miami#113 - 120#golden state#dwyane wade (33)#19596#4 - 15
december 9#miami#100 - 94#la clippers#dwyane wade (33)#16335#5 - 15
december 10#miami#117 - 113#phoenix#dwyane wade (31)#18422#6 - 15
december 13#washington#104 - 91#miami#chris quinn (22)#19600#6 - 16
december 15#indiana#106 - 103#miami#u haslem , d wade (24)#19600#6 - 17
december 17#minnesota#87 - 91#miami#dwyane wade (30)#19600#7 - 17
december 19#miami#111 - 114#atlanta#dwyane wade (36)#17069#7 - 18
december 20#new jersey#107 - 103#miami#dwyane wade (41)#19600#7 - 19
december 22#utah#102 - 104#miami#dwyane wade (20)#19600#8 - 19
december 25#miami#82 - 96#cleveland#dwyane wade (22)#20562#8 - 20
december 26#miami#85 - 96#philadelphia#dwyane wade (27)#18431#8 - 21
december 28#orlando#114 - 121#miami#dwyane wade (48)#19805#8 - 22
december 29#miami#74 - 96#washington#ricky davis (22)#20173#8 - 23
