date#visitor#score#home#leading scorer#attendance#record
2 february 2008#bobcats#101 - 117#nuggets#carmelo anthony (25)#19391#28 - 18
4 february 2008#nuggets#105 - 103#trail blazers#carmelo anthony (28)#20320#29 - 18
6 february 2008#jazz#118 - 115#nuggets#allen iverson (34)#16865#29 - 19
8 february 2008#wizards#100 - 111#nuggets#carmelo anthony (49)#17078#30 - 19
10 february 2008#nuggets#113 - 83#cavaliers#carmelo anthony (27)#20562#31 - 19
12 february 2008#nuggets#114 - 113#heat#jr smith (28)#19600#32 - 19
13 february 2008#nuggets#98 - 109#magic#carmelo anthony (32)#17519#32 - 20
19 february 2008#celtics#118 - 124#nuggets#carmelo anthony (29)#19894#33 - 20
22 february 2008#nuggets#121 - 135#bulls#jr smith (43)#21848#33 - 21
23 february 2008#nuggets#109 - 115#bucks#allen iverson (26)#16674#33 - 22
25 february 2008#pistons#98 - 93#nuggets#allen iverson (28)#17901#33 - 23
27 february 2008#nuggets#138 - 96#supersonics#allen iverson (31)#13627#34 - 23
29 february 2008#clippers#104 - 110#nuggets#allen iverson (38)#19155#35 - 23
