date#visitor#score#home#decision#attendance#record
october 3#montreal#3 - 2#carolina#huet#18680#1 - 0 - 0
october 6#montreal#3 - 4#toronto#huet#19476#1 - 0 - 1
october 10#montreal#3 - 2#pittsburgh#price#17006#2 - 0 - 1
october 13#carolina#3 - 1#montreal#huet#21273#2 - 1 - 1
october 16#florida#2 - 1#montreal#huet#21273#2 - 1 - 2
october 18#montreal#3 - 4#ottawa#price#20019#2 - 2 - 2
october 20#buffalo#2 - 4#montreal#huet#21273#3 - 2 - 2
october 22#boston#1 - 6#montreal#huet#21273#4 - 2 - 2
october 26#montreal#7 - 4#carolina#huet#16796#5 - 2 - 2
october 27#montreal#4 - 3#pittsburgh#price#17085#6 - 2 - 2
october 30#atlanta#3 - 2#montreal#price#21273#6 - 2 - 3
