year#date#winner#result#loser#location
2000#october 8#new england patriots#24 - 16#indianapolis colts#foxboro stadium
2000#october 22#indianapolis colts#30 - 23#new england patriots#rca dome
2001#september 30#new england patriots#44 - 13#indianapolis colts#foxboro stadium
2001#october 21#new england patriots#38 - 17#indianapolis colts#rca dome
2003#november 30#new england patriots#38 - 34#indianapolis colts#rca dome
2004#january 18#new england patriots#24 - 14#indianapolis colts#gillette stadium
2004#september 9#new england patriots#27 - 24#indianapolis colts#gillette stadium
2005#january 16#new england patriots#20 - 3#indianapolis colts#gillette stadium
2005#november 7#indianapolis colts#40 - 21#new england patriots#gillette stadium
2006#november 5#indianapolis colts#27 - 20#new england patriots#gillette stadium
2007#january 21#indianapolis colts#38 - 34#new england patriots#rca dome
2007#november 4#new england patriots#24 - 20#indianapolis colts#rca dome
2008#november 2#indianapolis colts#18 - 15#new england patriots#lucas oil stadium
2009#november 15#indianapolis colts#35 - 34#new england patriots#lucas oil stadium
