place#player#country#score#to par#money
1#tom watson#united states#70 + 69 + 70 + 67 = 276#- 12#40000
2#jack nicklaus#united states#72 + 70 + 70 + 66 = 278#- 10#30000
t3#tom kite#united states#70 + 73 + 70 + 67 = 280#- 8#17500
t3#rik massengale#united states#70 + 73 + 67 + 70 = 280#- 8#17500
5#hale irwin#united states#70 + 74 + 70 + 68 = 282#- 6#12500
t6#david graham#australia#75 + 67 + 73 + 69 = 284#- 4#10500
t6#lou graham#united states#75 + 71 + 69 + 69 = 284#- 4#10500
t8#ben crenshaw#united states#71 + 69 + 69 + 76 = 285#- 3#5667
t8#raymond floyd#united states#71 + 72 + 71 + 71 = 285#- 3#5667
t8#hubert green#united states#67 + 74 + 72 + 72 = 285#- 3#5667
t8#don january#united states#69 + 76 + 69 + 71 = 285#- 3#5667
t8#gene littler#united states#71 + 72 + 73 + 69 = 285#- 3#5667
t8#john schlee#united states#75 + 73 + 69 + 68 = 285#- 3#5667
