date#opponent#score#loss#attendance#record
april 6#pirates#2 - 0#martínez (0 - 1)#48800#0 - 1
april 8#pirates#4 - 2#gardner (0 - 1)#7075#0 - 2
april 9#pirates#8 - 3#walk (0 - 1)#10342#1 - 2
april 10#mets#4 - 0#gooden (0 - 1)#47218#2 - 2
april 11#mets#9 - 2#cone (0 - 1)#22967#3 - 2
april 12#mets#8 - 2#saberhagen (0 - 2)#21636#4 - 2
april 13#cardinals#3 - 2#cormier (0 - 1)#40907#5 - 2
april 14#cardinals#3 - 1#nabholz (1 - 1)#12874#5 - 3
april 15#cardinals#4 - 2#hill (1 - 1)#10095#5 - 4
april 17#mets#10 - 2#martínez (1 - 2)#22406#5 - 5
april 18#mets#8 - 6#innis (1 - 1)#14847#6 - 5
april 19#mets#11 - 6#fassero (0 - 1)#13739#6 - 6
april 20#pirates#11 - 1#hill (1 - 2)#12351#6 - 7
april 21#pirates#8 - 7#c haney (1 - 1)#7013#6 - 8
april 22#pirates#2 - 0#martínez (1 - 3)#8421#6 - 9
april 23#pirates#6 - 3#smith (3 - 1)#5806#7 - 9
april 24#cardinals#4 - 3#wetteland (0 - 1)#23187#7 - 10
april 25#cardinals#2 - 1 (17)#rojas (0 - 1)#24849#7 - 11
april 26#cardinals#6 - 0#cormier (0 - 3)#25622#8 - 11
april 27#giants#2 - 1#martínez (1 - 4)#8044#8 - 12
april 28#giants#2 - 1 (10)#sampen (0 - 1)#8144#8 - 13
april 29#padres#7 - 2#nabholz (1 - 2)#9704#8 - 14
april 30#padres#9 - 3#benes (2 - 2)#31139#9 - 14
