date#opponent#score#loss#attendance#record
august 1#padres#3 - 2 (10)#hoffman (1 - 6)#33926#45 - 63
august 2#padres#2 - 0#peavy (8 - 7)#41688#46 - 63
august 3#padres#4 - 1#correia (2 - 6)#33060#46 - 64
august 4#braves#4 - 2#jurrjens (10 - 7)#37473#47 - 64
august 5#braves#11 - 4#sánchez (8 - 8)#36098#47 - 65
august 6#braves#3 - 2#james (2 - 5)#39955#48 - 65
august 8#dodgers#6 - 2#zito (6 - 14)#40142#48 - 66
august 9#dodgers#3 - 2 (10)#broxton (2 - 3)#41963#49 - 66
august 10#dodgers#5 - 4#kuo (3 - 2)#41804#50 - 66
august 11#astros#3 - 1#sánchez (8 - 9)#28220#50 - 67
august 12#astros#12 - 4#walker (4 - 7)#29451#50 - 68
august 13#astros#6 - 2#zito (6 - 15)#30330#50 - 69
august 14#astros#7 - 4#yabu (3 - 5)#33612#50 - 70
august 15#braves#5 - 1#jurrjens (11 - 8)#30682#51 - 70
august 16#braves#11 - 5#palmer (0 - 1)#41893#51 - 71
august 17#braves#3 - 1#morton (3 - 7)#30503#52 - 71
august 18#braves#5 - 0#campillo (7 - 6)#18113#53 - 71
august 19#marlins#6 - 0#correia (2 - 7)#33098#53 - 72
august 20#marlins#6 - 5#lindstrom (1 - 2)#30399#54 - 72
august 21#marlins#4 - 3#gregg (6 - 6)#32515#55 - 72
august 22#padres#5 - 0#baek (4 - 9)#33615#56 - 72
august 23#padres#4 - 3#adams (1 - 2)#37081#57 - 72
august 24#padres#7 - 4#adams (1 - 3)#37174#58 - 72
august 25#rockies#4 - 2#cain (8 - 10)#31132#58 - 73
august 26#rockies#7 - 2#palmer (0 - 2)#32695#58 - 74
august 27#rockies#4 - 1#hernández (11 - 11)#31627#59 - 74
august 29#reds#11 - 7#zito (8 - 16)#25445#59 - 75
august 30#reds#7 - 6#taschner (3 - 2)#21729#59 - 76
august 31#reds#9 - 3#cain (8 - 11)#26519#59 - 77
