outcome#date#tournament#surface#opponent in the final#score in the final
runner - up#27 march 2005#ain alsoukhna , egypt#clay#monica niculescu#3 - 6 , 4 - 6
winner#9 april 2005#cairo , egypt#clay#sarah raab#6 - 1 , 6 - 3
runner - up#14 august 2005#hechingen , germany#clay#kirsten flipkens#4 - 6 , 3 - 6
winner#17 september 2005#mestre , italy#clay#kira nagy#6 - 2 , 7 - 5
runner - up#18 february 2007#průhonice - prague , czech republic#carpet (i)#petra kvitová#5 - 7 , 6 - 7 (2 - 7)
runner - up#9 december 2007#přerov , czech republic#hard (i)#petra kvitová#5 - 7 , 3 - 6
winner#22 march 2008#st petersburg - vsevolozhsk , russia#hard (i)#anna lapushchenkova#6 - 4 , 6 - 2
winner#5 april 2008#patras , greece#hard#anne keothavong#6 - 3 , 7 - 5
runner - up#10 august 2008#monterrey , mexico#hard#yaroslava shvedova#4 - 6 , 1 - 6
runner - up#10 october 2010#ningbo , china#hard#alberta brianti#4 - 6 , 4 - 6
winner#15 may 2011#prague , czech republic#clay#petra kvitová#6 - 3 , 6 - 4
