club#city#stadium#capacity#2007 - 08 season
ac arezzo#arezzo#stadio città di arezzo#13128#7th in serie c1 / b
benevento calcio#benevento#stadio santa colomba#18927#serie c2 / c champions
ss cavese 1919#cava de' tirreni#stadio simonetta lamberti#16000#10th in serie c1 / a
fc crotone#crotone#stadio ezio scida#9631#4th in serie c1 / b
us foggia#foggia#stadio pino zaccheria#25000#5th in serie c1 / a
foligno calcio#foligno#stadio enzo blasone#5650#4th in serie c1 / a
gallipoli calcio#gallipoli#stadio antonio bianco#5000#9th in serie c1 / b
ss juve stabia#castellammare di stabia#stadio romeo menti#10400#15th in serie c1 / b
real marcianise calcio#marcianise#stadio progreditur#3000#serie c2 / c play - off winners
paganese calcio 1926#pagani#stadio marcello torre#3700#15th in serie c1 / a
perugia calcio#perugia#stadio renato curi#28000#5th in serie c1 / b
pescara calcio#pescara#stadio adriatico#22260#6th in serie c1 / b
ac pistoiese#pistoia#stadio marcello melani#13195#14th in serie c1 / b
potenza sc#potenza#stadio alfredo viviani#6000#11th in serie c1 / b
sorrento calcio#sorrento#stadio italia#3600#10th in serie c1 / b
taranto sport#taranto#stadio erasmo iacovone#28000#3rd in serie c1 / b
ternana calcio#terni#stadio libero liberati#20095#13th in serie c1 / a
ss virtus lanciano 1924#lanciano#stadio guido biondi#7500#16th in serie c1 / b
