name v t e#pos#height#weight#club
denis šefik#gk#m#-#pvk budvanska rivijera
andrija prlainović#d#m#-#vk partizan
živko gocić#cf#m#-#olympiacos
vanja udovičić#cb#m#-#pro recco
dejan savić#cb#m#-#sintez kazan
duško pijetlović#cf#m#-#vk partizan
nikola rađen#cb#m#-#vk partizan
filip filipović#d#m#-#vk partizan
aleksandar ćirić#d#m#-#pvk budvanska rivijera
aleksandar šapić#d#m#-#shturm 2002 chekhov
vladimir vujasinović#cb#m#-#vk partizan
branko peković#cf#m#-#dynamo moscow
slobodan soro#gk#m#-#vk partizan
